"","x","x1","rating","plan","abbreviation","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"717",915,2138,3.5,"United Healthcare Insurance","MO","PPO","Yes",3.5,3.5,3,"Medicare","United"
"718",916,2233,3.5,"UnitedHealthcare Insurance","MO","HMO/POS","Yes",3,3,3,"Medicare","United"
"719",917,2331,3.5,"UnitedHealthcare Insurance","MO","PPO","Yes",3,3.5,3,"Medicare","United"
"720",918,2428,3.5,"UnitedHealthcare of the Midwest","MO","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"721",919,2524,3,"Coventry Health and Life Insurance (Missouri)","MO","PPO","No",3,3,3,"Medicare","Coventry"
"722",920,2621,3,"Coventry Health and Life Insurance Company","MO","PPO","No",3.5,3,3,"Medicare","Coventry"
"723",921,2718,3,"Humana Insurance","MO","PPO","No",4,3,3,"Medicare","Humana"
"724",922,2815,2.5,"Care Improvement Plus South Central Insurance (H6528)","MO","PPO","No",2.5,2.5,2,"Medicare","Care Improvement"
"725",924,972,3.5,"Aetna Better Health of Missouri","MO","HMO","Yes",4,3,2.5,"Medicaid","Aetna"
"726",925,1071,2.5,"Missouri Care Health Plan","MO","HMO","Yes",3,2,2.5,"Medicaid","Other"
"727",927,973,2.5,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,1.5,2,"Commercial","Other"
"728",928,1072,2.5,"United HealthCare Services","MT","PPO","Yes",2,2,2.5,"Commercial","United"
"729",929,1168,2.5,"UnitedHealthcare Insurance","MT","PPO","Yes",2,2,2.5,"Commercial","United"
"730",930,1263,2,"Cigna Health and Life Insurance","MT","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"731",931,1361,2,"Connecticut General Life Insurance (Cigna)","MT","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"732",938,974,4,"Aetna Life Insurance Company (Pennsylvania)","MT","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"733",939,1073,3.5,"Humana Insurance (Ohio)","MT","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"734",940,1169,3.5,"UnitedHealthcare Insurance","MT","PPO","Yes",3,3.5,3,"Medicare","United"
"735",945,975,4,"Health Alliance Midwest","NE","HMO/POS","Yes",3,3.5,3.5,"Commercial","Health Alliance"
"736",946,1074,3.5,"Coventry Health Care of Nebraska","NE","HMO/POS","Yes",3.5,3.5,2.5,"Commercial","Coventry"
"737",947,1170,3.5,"Health Alliance Midwest","NE","PPO","Yes",2.5,3.5,3,"Commercial","Health Alliance"
"738",948,1265,3.5,"United HealthCare Services","NE","PPO","Yes",3,3,3,"Commercial","United"
"739",949,1363,3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3,3,"Commercial","United"
"740",950,1461,3,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",3,2.5,1.5,"Commercial","Coventry"
"741",951,1559,2,"Aetna Life Insurance Company (Nebraska)","NE","PPO","Yes",2.5,2,1.5,"Commercial","Aetna"
"742",952,1655,2,"Cigna Health and Life Insurance","NE","PPO","Yes",3,1.5,NA,"Commercial","Cigna"
"743",953,1752,2,"Connecticut General Life Insurance (Cigna)","NE","PPO","Yes",3,1.5,NA,"Commercial","Connecticut General"
"744",958,976,4.5,"Health Alliance Midwest (H1463)","NE","HMO","Yes",4,4.5,3.5,"Medicare","Health Alliance"
"745",959,1075,4,"Aetna Life Insurance Company (Pennsylvania)","NE","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"746",960,1171,4,"Health Alliance Midwest","NE","PPO","Yes",4.5,3.5,3,"Medicare","Health Alliance"
"747",961,1266,4,"UnitedHealthcare of the Midlands","NE","HMO","Yes",3.5,4,3.5,"Medicare","United"
"748",962,1364,3.5,"Coventry Health Care of Nebraska","NE","HMO","No",3.5,3.5,3.5,"Medicare","Coventry"
"749",963,1462,3.5,"Coventry Health Care of Nebraska","NE","PPO","No",3.5,3,3.5,"Medicare","Coventry"
"750",964,1560,3.5,"Humana Health Plan - Kentucky","NE","HMO","Yes",3,3,3,"Medicare","Humana"
"751",965,1656,3.5,"Humana Insurance (Ohio)","NE","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"752",966,1753,3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3.5,3,"Medicare","United"
"753",967,1850,2,"Care Improvement Plus of Texas (H0084)","NE","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"754",968,1947,2,"Care Improvement Plus of Texas (R6801)","NE","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"755",970,977,4,"UnitedHealthcare Community Plan","NE","HMO","Yes",4,3,3.5,"Medicaid","United"
"756",971,1076,3.5,"Aetna Better Health of Nebraska","NE","HMO","Yes",3.5,2.5,NA,"Medicaid","Aetna"
"757",972,1172,2.5,"Arbor Health Plan","NE","HMO","Yes (Interim)",4,2,2,"Medicaid","Other"
"758",973,978,3.5,"Altius Health Plans","NV","HMO/POS","Yes",3,2.5,3,"Commercial","Other"
"759",974,1077,3.5,"HMO Colorado","NV","HMO/POS","Yes",2,3.5,3.5,"Commercial","Other"
"760",975,1173,3,"Aetna Health (Pennsylvania) - Arizona","NV","HMO/POS","Yes",3,2,2.5,"Commercial","Aetna"
"761",976,1267,3,"Cigna Health and Life Insurance","NV","PPO","Yes",2,2,2.5,"Commercial","Cigna"
"762",977,1365,3,"Connecticut General Life Insurance (Cigna)","NV","PPO","Yes",2,2,2.5,"Commercial","Connecticut General"
"763",978,1463,3,"Health Plan of Nevada","NV","HMO/POS","Yes",1.5,3,3,"Commercial","Other"
"764",979,1561,3,"Humana Health Plan","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"765",980,1657,3,"Prominence HealthFirst","NV","HMO/POS","Yes",2,3,3,"Commercial","Other"
"766",981,1754,2.5,"United HealthCare Services","NV","PPO","Yes",2,2,2,"Commercial","United"
"767",982,1851,2.5,"UnitedHealthcare Insurance","NV","PPO","Yes",2,2,2,"Commercial","United"
"768",983,1948,2,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",2,1.5,2,"Commercial","Aetna"
"769",984,2042,2,"Sierra Health & Life","NV","PPO","Yes",1.5,1.5,1.5,"Commercial","Other"
"770",988,979,4,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"771",989,1078,4,"Aetna Life Insurance Company (Pennsylvania)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"772",990,1174,4,"Humana Health Plan","NV","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"773",991,1268,3.5,"CareMore HealthPlan (H0544)","NV","HMO","No",3.5,4,3,"Medicare","Other"
"774",992,1366,3.5,"Health Plan of Nevada","NV","HMO","Yes",1.5,3,4,"Medicare","Other"
"775",993,1464,3.5,"UnitedHealthcare Insurance","NV","PPO","Yes",3,3.5,3,"Medicare","United"
"776",994,1562,3,"Aetna Health (Pennsylvania) - Nevada","NV","HMO","Yes",1.5,2,3,"Medicare","Aetna"
"777",995,1658,3,"CareMore HealthPlan (H2593)","NV","HMO","No",2,3.5,3.5,"Medicare","Other"
"778",996,1755,3,"CareMore HealthPlan (H3447)","NV","HMO","No",2.5,3.5,3.5,"Medicare","Other"
"779",997,1852,3,"CareMore HealthPlan (H4346)","NV","HMO","No",2,3,3.5,"Medicare","Other"
"780",998,1949,3,"Humana Health Plan of Nevada","NV","HMO","No",2.5,3.5,3.5,"Medicare","Humana"
"781",999,2043,2.5,"PacifiCare of Nevada","NV","HMO","No",1.5,2.5,2.5,"Medicare","Other"
"782",1001,980,3,"AMERIGROUP Nevada","NV","HMO","Yes",2,2,2.5,"Medicaid","Other"
"783",1003,981,4.5,"Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial","Anthem"
"784",1004,1080,4.5,"Anthem Health Plan of New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial","Anthem"
"785",1005,1175,4.5,"Cigna Health and Life Insurance","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Cigna"
"786",1006,1269,4.5,"Connecticut General Life Insurance (Cigna)","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Connecticut General"
"787",1007,1367,4.5,"Harvard Pilgrim Health Care of New England","NH","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"788",1008,1465,4.5,"Martin's Point US Family Health Plan","NH","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"789",1009,1563,3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3.5,3,2.5,"Commercial","United"
"790",1010,1659,3.5,"UnitedHealthCare Services","NH","PPO","Yes",3.5,3,2.5,"Commercial","United"
"791",1011,1756,2.5,"Aetna Life Insurance Company (NH/VT)","NH","PPO","Yes",2.5,2.5,2,"Commercial","Aetna"
"792",1016,982,4.5,"Martin's Point Generations","NH","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"793",1017,1081,4.5,"Martin's Point Generations","NH","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"794",1018,1176,4,"Aetna Life Insurance Company (Pennsylvania)","NH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"795",1019,1270,3.5,"Humana Insurance (Ohio)","NH","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"796",1020,1368,3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3,3.5,3,"Medicare","United"
"797",1021,1466,3,"Northeast Community Care","NH","HMO","No",3.5,3,3,"Medicare","Other"
"798",1022,1564,3,"UnitedHealthcare Insurance of Massachusetts †","NH","HMO","No",2,3.5,3.5,"Medicare","United"
"799",1024,983,4,"Well Sense Health Plan","NH","HMO","Yes",3,3,3.5,"Medicaid","Other"
"800",1025,1082,3.5,"New Hampshire Healthy Families","NH","HMO","No (In process)",3.5,3,3,"Medicaid","Other"
"801",1026,984,3.5,"Aetna Health (New Jersey)","NJ","HMO/POS","Yes",4,3,2.5,"Commercial","Aetna"
"802",1027,1083,3.5,"AmeriHealth HMO - New Jersey","NJ","HMO/POS","Yes",3,3,3,"Commercial","Other"
"803",1028,1177,3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes (Interim)",4,3.5,3,"Commercial","Other"
"804",1029,1271,3.5,"AmeriHealth Insurance Company of New Jersey (POS)","NJ","POS","Yes (Interim)",3,3,3,"Commercial","Other"
"805",1030,1369,3.5,"Cigna Health and Life Insurance","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna"
"806",1031,1467,3.5,"Cigna HealthCare of New Jersey","NJ","HMO/POS","Yes",3,3.5,3.5,"Commercial","Cigna"
"807",1032,1565,3.5,"Connecticut General Life Insurance (Cigna)","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial","Connecticut General"
"808",1033,1661,3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","POS","Yes",3,3,3.5,"Commercial","Blue"
"809",1034,1757,3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","PPO","Yes",2.5,2.5,3.5,"Commercial","Blue"
"810",1035,1854,3.5,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",3,3,3.5,"Commercial","Other"
"811",1036,1951,3,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,2.5,"Commercial","Aetna"
"812",1037,2045,3,"United HealthCare Services","NJ","PPO","Yes",3,3,2,"Commercial","United"
"813",1038,2143,3,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3,2,"Commercial","United"
"814",1039,2235,2.5,"Oxford Health Insurance","NJ","PPO","Yes",2,2.5,2,"Commercial","Other"
"815",1040,2333,2.5,"Oxford Health Plans of New Jersey","NJ","HMO/POS","Yes",1.5,2.5,2,"Commercial","Other"
"816",1045,985,4.5,"Geisinger Health Plan","NJ","HMO","Yes",4,4,4,"Medicare","Other"
"817",1046,1084,4,"Aetna Health (New Jersey)","NJ","HMO","Yes",3.5,3,3,"Medicare","Aetna"
"818",1047,1178,4,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"819",1048,1272,4,"Aetna Life Insurance Company (Pennsylvania)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"820",1049,1370,4,"AmeriHealth HMO - New Jersey","NJ","HMO","Yes",4,3,3,"Medicare","Other"
"821",1050,1468,4,"UnitedHealthcare Insurance","NJ","HMO","No",4,5,4,"Medicare","United"
"822",1051,1566,3.5,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3.5,3,"Medicare","United"
"823",1052,1662,3,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",2.5,2.5,2.5,"Medicare","Other"
"824",1053,1758,3,"Oxford Health Plans","NJ","HMO/POS","Yes",1.5,2.5,2.5,"Medicare","Other"
"825",1054,1855,2,"WellCare of New Jersey","NJ","HMO","No",1.5,2,2.5,"Medicare","WellCare"
"826",1059,986,3.5,"AMERIGROUP New Jersey","NJ","HMO","Yes",3,3,3,"Medicaid","Other"
"827",1060,1085,3.5,"Horizon NJ Health","NJ","HMO","Yes",3,3.5,3,"Medicaid","Other"
"828",1061,1179,3,"UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",2.5,3,2.5,"Medicaid","United"
"829",1063,987,3,"Presbyterian Health Plan","NM","HMO/POS","Yes",2,3,3,"Commercial","Other"
"830",1064,1086,2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",2.5,1.5,1.5,"Commercial","Aetna"
"831",1065,1180,2.5,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2,2,"Commercial","Blue"
"832",1066,1274,2.5,"Presbyterian Insurance","NM","PPO","Yes",1.5,2,2.5,"Commercial","Other"
"833",1067,1371,2.5,"United HealthCare Services","NM","PPO","Yes",2,2,2,"Commercial","United"
"834",1068,1469,2.5,"UnitedHealthcare Insurance","NM","PPO","Yes",2,2,2,"Commercial","United"
"835",1069,1567,1.5,"Cigna Health and Life Insurance","NM","PPO","Yes",1.5,1,NA,"Commercial","Cigna"
"836",1070,1663,1.5,"Connecticut General Life Insurance (Cigna)","NM","PPO","Yes",1.5,1,NA,"Commercial","Connecticut General"
"837",1075,988,4,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"838",1076,1087,4,"Aetna Life Insurance Company (Pennsylvania)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"839",1077,1181,4,"Humana Health Plan - Kansas City","NM","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"840",1078,1275,4,"Presbyterian Health Plan","NM","HMO","Yes",2.5,4,3.5,"Medicare","Other"
"841",1079,1372,3.5,"Humana Insurance (Ohio)","NM","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"842",1080,1470,3.5,"Presbyterian Insurance","NM","PPO","Yes",3,3.5,3,"Medicare","Other"
"843",1081,1568,3.5,"UnitedHealthcare Insurance","NM","PPO","Yes",3,3.5,3,"Medicare","United"
"844",1082,1664,3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","NM","HMO","No",3,3.5,2.5,"Medicare","Blue"
"845",1083,1760,3,"UnitedHealthcare Insurance","NM","PPO","Yes",2.5,2.5,2.5,"Medicare","United"
"846",1084,1857,2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","NM","HMO","No",3,3,2,"Medicare","Blue"
"847",1085,1954,2.5,"Molina Healthcare of New Mexico †","NM","HMO","No",2.5,3,2.5,"Medicare","Molina"
"848",1086,2048,2.5,"UnitedHealthcare Insurance (New Mexico) †","NM","PPO","No",2,3,2.5,"Medicare","United"
"849",1087,2145,2,"Care Improvement Plus of Texas (H0084)","NM","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"850",1088,2237,2,"Care Improvement Plus of Texas (R6801)","NM","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"851",1093,989,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid","Blue"
"852",1094,1088,3,"Molina Healthcare of New Mexico","NM","HMO","Yes",2.5,3,2.5,"Medicaid","Molina"
"853",1095,1182,3,"Presbyterian Health Plan","NM","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"854",1097,990,5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"855",1098,1089,5,"Capital District Physicians' Healthcare Network","NY","HMO/POS","Yes",4.5,4.5,4,"Commercial","Other"
"856",1099,1183,4.5,"Capital District Physicians' Healthcare Network (Self-Funded)","NY","PPO","Yes",4,4.5,4,"Commercial","Other"
"857",1100,1277,4.5,"CDPHP Universal Benefits","NY","PPO","Yes",4,4.5,4,"Commercial","Other"
"858",1101,1373,4.5,"HealthNow New York","NY","HMO/POS/PPO","Yes",4.5,4,3.5,"Commercial","Other"
"859",1102,1471,4.5,"Independent Health Association","NY","HMO/POS","Yes",4,4,3.5,"Commercial","Other"
"860",1103,1569,4.5,"Martin's Point US Family Health Plan","NY","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"861",1104,1665,4,"Empire BlueCross BlueShield","NY","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Blue"
"862",1105,1761,4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3,4,3.5,"Commercial","Blue"
"863",1106,1858,4,"MVP Health Care","NY","HMO/POS","Yes",4,3.5,3.5,"Commercial","Other"
"864",1107,1955,4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Other"
"865",1108,2049,3.5,"Aetna Health (New York)","NY","HMO/POS","Yes",3.5,2.5,2.5,"Commercial","Aetna"
"866",1109,2146,3.5,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",2.5,3,3.5,"Commercial","Aetna"
"867",1110,2238,3.5,"Cigna Health and Life Insurance","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial","Cigna"
"868",1111,2335,3.5,"Connecticut General Life Insurance (Cigna)","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial","Connecticut General"
"869",1112,2431,3.5,"HIP Health Plan of New York","NY","HMO/POS","Yes",2,3.5,3,"Commercial","Other"
"870",1113,2527,3,"Empire BlueCross BlueShield","NY","PPO","No",2.5,3,3,"Commercial","Blue"
"871",1114,2624,3,"Oxford Health Insurance","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","Other"
"872",1115,2720,3,"United HealthCare Services","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"873",1116,2816,3,"UnitedHealthcare Insurance of New York","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"874",1118,991,4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,3.5,4,"Medicare","Other"
"875",1119,1090,4.5,"Excellus BlueCross BlueShield","NY","HMO","Yes",4,4,3.5,"Medicare","Blue"
"876",1120,1184,4.5,"HealthNow New York","NY","HMO","Yes",4,4,4,"Medicare","Other"
"877",1121,1278,4.5,"HealthNow New York","NY","PPO","Yes",4,4,4,"Medicare","Other"
"878",1122,1374,4.5,"Independent Health Association","NY","HMO","Yes",4.5,3.5,3.5,"Medicare","Other"
"879",1123,1472,4.5,"MVP Health Care (East/Central NY)","NY","HMO/POS","Yes",4,3.5,4,"Medicare","Other"
"880",1124,1570,4.5,"MVP Health Care (Rochester/Buffalo)","NY","HMO/POS","Yes",4.5,4.5,4,"Medicare","Other"
"881",1125,1666,4.5,"Univera Healthcare","NY","HMO","Yes",4,4,3.5,"Medicare","Other"
"882",1126,1762,4,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"883",1127,1859,4,"Aetna Life Insurance Company (Pennsylvania)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"884",1128,1956,4,"CDPHP Universal Benefits","NY","PPO","No",4.5,4,4,"Medicare","Other"
"885",1129,2050,4,"Excellus BlueCross BlueShield","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"886",1130,2147,4,"MVP Health Care","NY","PPO","No",4,4,4,"Medicare","Other"
"887",1131,2239,3.5,"Aetna Health New York)","NY","HMO","Yes",3,3,3.5,"Medicare","Aetna"
"888",1132,2336,3.5,"HIP Health Plan of New York (H3330)","NY","HMO","Yes",2,3.5,3.5,"Medicare","Other"
"889",1133,2432,3.5,"Independent Health Association","NY","PPO","No",3.5,3,3.5,"Medicare","Other"
"890",1134,2528,3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",3,3.5,3,"Medicare","United"
"891",1135,2625,3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",2.5,2.5,3,"Medicare","United"
"892",1136,2721,3,"Affinity Health Plan","NY","HMO","No",2.5,2.5,3,"Medicare","Other"
"893",1137,2817,3,"American Progressive Life & Health Insurance of New York","NY","PPO","No",3.5,3,3,"Medicare","Other"
"894",1139,992,4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4,4,4,"Medicaid","Other"
"895",1140,1091,4,"AMERIGROUP New York","NY","HMO","Yes",2,4,4,"Medicaid","Other"
"896",1141,1185,4,"Excellus BlueCross BlueShield","NY","HMO","Yes",3.5,4,3,"Medicaid","Blue"
"897",1142,1279,4,"HealthNow New York","NY","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"898",1143,1375,4,"Independent Health Association","NY","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"899",1144,1473,3.5,"UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,4,"Medicaid","United"
"900",1145,1571,3.5,"WellCare of New York","NY","HMO","Yes",1.5,3.5,3.5,"Medicaid","WellCare"
"901",1146,1667,3,"Univera Community Health","NY","HMO","No",3,3.5,3,"Medicaid","Other"
"902",1153,993,4,"Cigna Health and Life Insurance","NC","PPO","Yes",3.5,3.5,3,"Commercial","Cigna"
"903",1154,1092,4,"Connecticut General Life Insurance (Cigna)","NC","PPO","Yes",3.5,3.5,3,"Commercial","Connecticut General"
"904",1155,1186,3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",4,3.5,3,"Commercial","Blue"
"905",1156,1280,3.5,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",1.5,3,3.5,"Commercial","Blue"
"906",1157,1376,3,"Cigna HealthCare of North Carolina","NC","HMO/POS","Yes",4.5,2.5,NA,"Commercial","Cigna"
"907",1158,1474,3,"Coventry Health Care of the Carolinas","NC","HMO/POS","Yes",3,3,2,"Commercial","Coventry"
"908",1159,1572,3,"United HealthCare Services","NC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"909",1160,1668,3,"UnitedHealthcare Insurance","NC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"910",1161,1764,2.5,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"911",1165,994,4,"Aetna Health (Pennsylvania)","NC","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"912",1166,1093,4,"Aetna Health (Pennsylvania) - North Carolina","NC","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"913",1167,1187,4,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"914",1168,1281,4,"Aetna Life Insurance Company (Pennsylvania)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"915",1169,1377,4,"Humana Medical Plan - Florida","NC","HMO","Yes",3,4,3.5,"Medicare","Humana"
"916",1170,1475,4,"UnitedHealthcare of North Carolina","NC","PPO","Yes",3.5,4,3,"Medicare","United"
"917",1171,1573,3.5,"FirstCarolinaCare Insurance Company","NC","HMO","No",4,4,3,"Medicare","Other"
"918",1172,1669,3.5,"Humana Insurance (Ohio)","NC","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"919",1173,1765,3.5,"UnitedHealthcare Insurance","NC","PPO","Yes",3,3.5,3,"Medicare","United"
"920",1174,1862,3.5,"UnitedHealthcare of North Carolina","NC","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"921",1175,1959,3,"Blue Cross Blue Shield of North Carolina","NC","HMO","No",4,3,2.5,"Medicare","Blue"
"922",1176,2053,3,"Blue Cross Blue Shield of North Carolina","NC","PPO","No",4,3,3,"Medicare","Blue"
"923",1177,2149,3,"Humana Insurance","NC","PPO","No",4,3,3,"Medicare","Humana"
"924",1178,2241,2.5,"Coventry Health Care of the Carolinas","NC","PPO","No",3,2.5,2.5,"Medicare","Coventry"
"925",1179,2337,2,"Care Improvement Plus of Texas (H0084)","NC","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"926",1180,2433,2,"Care Improvement Plus of Texas (R6801)","NC","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"927",1184,995,4,"Medica","ND","HMO/POS","Yes",3,3.5,4,"Commercial","Other"
"928",1185,1094,4,"Medica Insurance Company (MIC)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"929",1186,1188,4,"Medica Self-Insured (MSI)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"930",1187,1282,4,"Sanford Health Plan","ND","HMO","Yes",3,3,4,"Commercial","Other"
"931",1192,996,4,"Aetna Life Insurance Company (Pennsylvania)","ND","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"932",1193,1095,4,"Medica (Cost)","ND","HMO","No",4,3.5,4,"Medicare","Medica "
"933",1194,1189,3.5,"Humana Insurance (Ohio)","ND","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"934",1195,1283,3.5,"UnitedHealthcare Insurance","ND","PPO","Yes",3,3.5,3,"Medicare","United"
"935",1198,998,4.5,"AultCare HMO","OH","HMO","Yes",4.5,3,4,"Commercial","Other"
"936",1199,1096,4,"Health Plan of the Upper Ohio Valley","OH","HMO","Yes",4,3,3,"Commercial","Other"
"937",1200,1190,4,"HealthSpan Integrated Care","OH","HMO","Yes",2.5,4,4,"Commercial","Other"
"938",1201,1284,4,"Paramount Insurance Company","OH","HMO","Yes",3.5,3.5,3.5,"Commercial","Other"
"939",1202,1380,3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO/POS","Yes",3,3,3,"Commercial","Aetna"
"940",1203,1477,3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3,3,3,"Commercial","Aetna"
"941",1204,1575,3.5,"AultCare","OH","PPO","Yes",3,2.5,3.5,"Commercial","Other"
"942",1205,1671,3.5,"Cigna Health and Life Insurance","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial","Cigna"
"943",1206,1766,3.5,"Connecticut General Life Insurance (Cigna)","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial","Connecticut General"
"944",1207,1863,3.5,"Humana Health Plan of Ohio","OH","HMO/POS","Yes",2,3.5,3,"Commercial","Humana"
"945",1208,1960,3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",4,3,2.5,"Commercial","Other"
"946",1209,2054,3.5,"Summa Insurance","OH","PPO","Yes",3,3,3.5,"Commercial","Other"
"947",1210,2150,3.5,"United Healthcare Insurance","OH","PPO","Yes",3,3,3,"Commercial","United"
"948",1211,2242,3.5,"United HealthCare Services","OH","PPO","Yes",3,3,3,"Commercial","United"
"949",1212,2338,3,"Anthem Blue Cross and Blue Shield in Ohio","OH","PPO","Yes",2,3,3,"Commercial","Anthem"
"950",1218,999,4.5,"AultCare Health Insuring Corporation (AHIC)","OH","HMO/POS","Yes",4,4,4,"Medicare","Other"
"951",1219,1097,4.5,"HealthSpan Integrated Care","OH","HMO","Yes",3.5,4.5,3.5,"Medicare","Other"
"952",1220,1191,4.5,"Paramount Health Care","OH","HMO","Yes",4,4,4,"Medicare","Other"
