"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"635",1364,3,"Aetna Life Insurance Company (Nebraska)","NE","PPO","Yes",3,2,2,"Commercial","Aetna"
"636",1459,3,"Avera Health Plans, Inc.","NE","HMO","Yes",3.5,2,3,"Commercial","Other"
"637",1556,3,"Cigna Health and Life Insurance Company - Nebraska","NE","PPO","Yes",3,2.5,2,"Commercial","Cigna"
"638",1650,3,"Connecticut General Life Insurance Company - Nebraska","NE","PPO","Yes",3,2.5,2,"Commercial","Connecticut General"
"639",1746,3,"Coventry Health and Life Insurance Company (Nebraska)","NE","PPO","Yes",3,3,2,"Commercial","Coventry"
"640",1842,3,"Coventry Health Care of Nebraska, Inc.","NE","HMO/POS","Yes",2.5,3,2.5,"Commercial","Coventry"
"641",976,4,"UnitedHealthcare of the Midlands CMS Contract: H2802","NE","HMO","Yes",4,4,3.5,"Medicare","United"
"642",1075,3.5,"Coventry Health Care of Nebraska, Inc. CMS Contract: H7149","NE","HMO","No",3,3,3.5,"Medicare","Coventry"
"643",1171,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","NE","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"644",1266,2.5,"Care Improvement Plus of Texas Insurance Company CMS Contract: R6801","NE","PPO","No",2.5,2,2.5,"Medicare","Care Improvement"
"645",977,4,"UnitedHealthcare of the Midlands, Inc. d/b/a UnitedHealthcare Community Plan (Nebraska)","NE","HMO","Yes",4.5,3.5,3.5,"Medicaid","United"
"646",1076,3.5,"Coventry Health Care of Nebraska, Inc. dba Aetna Better Health of Nebraska","NE","HMO","Yes",3,3,3,"Medicaid","Coventry"
"647",1172,3,"Arbor Health Plan","NE","HMO","Yes",3.5,2.5,2.5,"Medicaid","Other"
"648",978,3,"Aetna Health Inc. (Pennsylvania) - Arizona","NV","HMO/POS","Yes",2.5,2,2.5,"Commercial","Aetna"
"649",1077,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","NV","HMO/POS","Yes",1.5,2.5,3,"Commercial","Aetna"
"650",1173,3,"Health Plan of Nevada, Inc.","NV","HMO/POS","Yes",1,3,3,"Commercial","Other"
"651",1267,3,"Prominence Health Plan","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial","Other"
"652",1366,2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",2.5,1.5,2.5,"Commercial","Aetna"
"653",1461,2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",2,2,2.5,"Commercial","Cigna"
"654",1558,2.5,"Connecticut General Life Insurance Company - Nevada","NV","PPO","Yes",2,2,2.5,"Commercial","Connecticut General"
"655",1652,2.5,"Sierra Health & Life","NV","PPO","Yes",1,2,2,"Commercial","Other"
"656",1748,2.5,"United Healthcare Services, Inc (Nevada)","NV","PPO","Yes",2,2,2,"Commercial","United"
"657",1843,2.5,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",2,2,2,"Commercial","United"
"658",1941,2,"Rocky Mountain Hospital & Medical Services Inc. dba Anthem Blue Cross Blue Shield (Nevada) Special Project: Federal Employee Program","NV","PPO","No (Scheduled)",2.5,2,1.5,"Commercial","Anthem"
"659",979,4,"Aetna Health Inc. (Pennsylvania) - Arizona CMS Contract: H3931","NV","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"660",1078,4,"Aetna Life Insurance Company (Nevada) CMS Contract: H5521","NV","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"661",1174,4,"PacifiCare of Colorado, Inc. (AZ/CO/NV) CMS Contract: H0609","NV","HMO","Yes",3.5,3.5,3,"Medicare","Other"
"662",1268,3.5,"Health Plan of Nevada, Inc. CMS Contract: H2931","NV","HMO","Yes",1.5,3,4,"Medicare","Other"
"663",1367,3,"Humana Health Plan, Inc. (Nevada) CMS Contract: H2949","NV","HMO","No",2,3.5,3.5,"Medicare","Humana"
"664",980,3,"AMERIGROUP Nevada, Inc.","NV","HMO","Yes",2.5,2.5,3,"Medicaid","Other"
"665",1079,2,"Health Plan of Nevada, Inc.","NV","HMO","Yes",3,2.5,1,"Medicaid","Other"
"666",981,4.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",4,4.5,4,"Commercial","Anthem"
"667",1080,4.5,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",3.5,4,4,"Commercial","Other"
"668",1175,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"669",1269,4.5,"Matthew Thornton Health Plan, Inc. dba Anthem Health Plan of NH, Inc.","NH","HMO/POS","Yes",4,4.5,4,"Commercial","Anthem"
"670",1368,4,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Cigna"
"671",1463,4,"Connecticut General Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Connecticut General"
"672",1560,3.5,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3,3,"Commercial","United"
"673",1654,3.5,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3,3,"Commercial","United"
"674",1750,3,"Aetna Life Insurance Company (NH/VT)","NH","PPO","Yes",3,2.5,2,"Commercial","Aetna"
"675",1844,3,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire Special Project: Federal Employee Program","NH","PPO","No (Scheduled)",4.5,3,2.5,"Commercial","Anthem"
"676",982,4.5,"Martin's Point Generations Advantage, Inc. CMS Contract: H5591","NH","HMO/POS","Yes",5,4,4,"Medicare","Other"
"677",1081,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H1365","NH","PPO","Yes",3.5,3,3.5,"Medicare","Other"
"678",1270,3,"UnitedHealthcare Insurance Company (MASCO) † CMS Contract: H2226","NH","HMO","No",2,3.5,3.5,"Medicare","United"
"679",1369,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NH","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"680",983,4,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"681",1082,3.5,"Granite State Health Plan, Inc. d/b/a New Hampshire Healthy Families","NH","HMO","Yes",3,3,3.5,"Medicaid","Other"
"682",984,4,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3,3,"Commercial","Aetna"
"683",1083,4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",4,3.5,3.5,"Commercial","Blue"
"684",1177,4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",4,3.5,3.5,"Commercial","Blue"
"685",1271,3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,3,"Commercial","Aetna"
"686",1370,3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",2.5,3,3,"Commercial","Other"
"687",1465,3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3,3,"Commercial","Cigna"
"688",1561,3.5,"Connecticut General Life Insurance Company - New Jersey","NJ","PPO","Yes",3,3,3,"Commercial","Connecticut General"
"689",1655,3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO","Yes",2,3,3,"Commercial","Blue"
"690",1751,3.5,"Oxford Health Insurance Company, Inc. - New Jersey","NJ","PPO","Yes",2,3,3,"Commercial","Other"
"691",1845,3,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial","Other"
"692",1943,3,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",2.5,3,2.5,"Commercial","Other"
"693",2037,3,"Oxford Health Plans of New Jersey Special Project: NJ Commercial","NJ","HMO/POS","Yes",2,2.5,2.5,"Commercial","Other"
"694",2133,3,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2,3,3,"Commercial","United"
"695",2228,3,"UnitedHealthcare Services, Inc (New Jersey)","NJ","PPO","Yes",2,3,3,"Commercial","United"
"696",985,4.5,"Geisinger Health Plan CMS Contract: H3954","NJ","HMO","Yes",3.5,3.5,4,"Medicare","Other"
"697",1084,4,"Aetna Health Inc. (New Jersey) CMS Contract: H3152","NJ","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"698",1178,4,"Aetna Life Insurance Company (New Jersey) CMS Contract: H5521","NJ","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"699",1272,4,"UnitedHealthcare Insurance Company - Maryland (Medicare) CMS Contract: H5652","NJ","HMO","No",4,4.5,4,"Medicare","United"
"700",1371,3,"AmeriHealth HMO, Inc. - New Jersey CMS Contract: H3156","NJ","HMO","Yes",3,2.5,2.5,"Medicare","Other"
"701",1466,3,"Horizon Blue Cross Blue Shield of New Jersey, Inc. CMS Contract: H3154","NJ","HMO","Yes",3,2,2.5,"Medicare","Blue"
"702",1562,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","NJ","PPO","No",3.5,3,3,"Medicare","Humana"
"703",1656,3,"Oxford Health Plans of New Jersey (Medicare) CMS Contract: H3107","NJ","HMO/POS","Yes",1.5,2.5,3,"Medicare","Other"
"704",1752,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NJ","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"705",1846,2,"WellCare Health Plans of New Jersey, Inc. CMS Contract: H0913","NJ","HMO","No (Scheduled)",1.5,2,2,"Medicare","WellCare"
"706",986,3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",3.5,3,3,"Medicaid","United"
"707",1085,3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2,3,3.5,"Medicaid","Other"
"708",1179,3,"Horizon Healthcare Services Inc.","NJ","HMO","Yes",2,3,2.5,"Medicaid","Other"
"709",1273,2.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","No (Scheduled)",2,3,3,"Medicaid","WellCare"
"710",987,3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial","Other"
"711",1086,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2.5,2.5,"Commercial","Blue"
"712",1180,3,"Presbyterian Insurance Company","NM","PPO","Yes",1.5,2.5,3,"Commercial","Other"
"713",1274,3,"United Healthcare Services, Inc (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial","United"
"714",1373,3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",2,2.5,2.5,"Commercial","United"
"715",1467,2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",2,1.5,2,"Commercial","Aetna"
"716",1563,2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",2,1.5,1.5,"Commercial","Cigna"
"717",1657,2,"Connecticut General Life Insurance Company - New Mexico","NM","PPO","Yes",2,1.5,1.5,"Commercial","Connecticut General"
"718",988,4,"Aetna Life Insurance Company (New Mexico) CMS Contract: H5521","NM","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"719",1087,4,"Presbyterian Health Plan, Inc. CMS Contract: H3204","NM","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"720",1181,3.5,"Presbyterian Insurance Company CMS Contract: H3206","NM","PPO","Yes",2.5,3,3,"Medicare","Other"
"721",1275,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NM","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"722",1374,2.5,"Molina Healthcare of New Mexico † CMS Contract: H9082","NM","HMO","No",2,3,3,"Medicare","Molina"
"723",989,3.5,"Molina Healthcare of New Mexico","NM","HMO","Yes",3.5,3,3,"Medicaid","Molina"
"724",1088,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid","Blue"
"725",1182,3,"Presbyterian Health Plan, Inc.","NM","HMO","Yes",3,2.5,2.5,"Medicaid","Other"
"726",1276,2.5,"UnitedHealthcare Community Plan, Inc - New Mexico","NM","HMO","Yes",3,1.5,2.5,"Medicaid","United"
"727",990,5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",5,4.5,4,"Commercial","Other"
"728",1089,5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","HMO/POS","Yes",5,4.5,4,"Commercial","Other"
"729",1183,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","PPO","Yes",4,4,4,"Commercial","Other"
"730",1277,4.5,"CDPHP Universal Benefits, Inc.","NY","PPO","Yes",4,4,4,"Commercial","Other"
"731",1375,4.5,"HealthNow New York, Inc.","NY","HMO/POS/PPO","Yes",4,4.5,4,"Commercial","Other"
"732",1469,4.5,"Independent Health Association, Inc.","NY","HMO/POS","Yes",4,4,4,"Commercial","Other"
"733",1565,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NY","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"734",1659,4.5,"MVP Health Care, Inc.","NY","HMO/POS","Yes",4.5,4,3.5,"Commercial","Other"
"735",1755,4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Blue"
"736",1849,4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Other"
"737",1947,3.5,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",2.5,3,3,"Commercial","Aetna"
"738",2040,3.5,"Cigna Health and Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2.5,3,3,"Commercial","Cigna"
"739",2136,3.5,"Connecticut General Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",2.5,3,3,"Commercial","Connecticut General"
"740",2231,3.5,"HIP Health Plan of New York","NY","HMO/POS","Yes",2,3.5,3,"Commercial","Other"
"741",2327,3,"Aetna Health Inc. (New York)","NY","HMO/POS","Yes",3.5,2,3,"Commercial","Aetna"
"742",2422,3,"Empire HealthChoice HMO, Inc. d/b/a Empire BlueCross BlueShield HMO","NY","HMO/POS","Yes",1.5,3,3,"Commercial","Blue"
"743",2519,3,"Oxford Health Insurance Company, Inc. - New York","NY","PPO","Yes",2.5,3,2.5,"Commercial","Other"
"744",2618,3,"Oxford Health Plans of New York","NY","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Other"
"745",2714,3,"UnitedHealthcare Insurance Company of New York","NY","PPO","Yes",2,3,2.5,"Commercial","United"
"746",289,3,"UnitedHealthcare Services, LLC ( New York)","NY","PPO","Yes",2,3,2.5,"Commercial","United"
"747",991,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP) CMS Contract: H3388","NY","HMO","Yes",4.5,4,3.5,"Medicare","Other"
"748",1090,4.5,"Excellus BlueCross BlueShield CMS Contract: H3351","NY","HMO","Yes",3.5,4,3.5,"Medicare","Blue"
"749",1184,4.5,"MVP Health Care, Inc. CMS Contract: H3305","NY","HMO/POS","Yes",4,4,4,"Medicare","Other"
"750",1278,4.5,"Univera Healthcare CMS Contract: H3351","NY","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"751",1376,4,"Aetna Health Inc. (New York) CMS Contract: H3312","NY","HMO","Yes",3,3,3.5,"Medicare","Aetna"
"752",1470,4,"Aetna Life Insurance Company (New York) CMS Contract: H5521","NY","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"753",1566,4,"CDPHP Universal Benefits, Inc. CMS Contract: H5042","NY","PPO","No",4.5,4.5,4,"Medicare","Other"
"754",1660,4,"Excellus BlueCross BlueShield CMS Contract: H3335","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"755",1756,4,"HealthNow New York, Inc. CMS Contract: H3384","NY","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"756",1850,4,"HealthNow New York, Inc. CMS Contract: H5526","NY","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"757",1948,4,"Independent Health Association, Inc. CMS Contract: H3362","NY","HMO","No",4.5,3.5,4,"Medicare","Other"
"758",2041,4,"Independent Health Association, Inc. CMS Contract: H3344","NY","PPO","No",4,3.5,4,"Medicare","Other"
"759",2137,4,"MVP Health Care, Inc. CMS Contract: H9859","NY","HMO/POS","Yes",3.5,4,3.5,"Medicare","Other"
"760",2232,3.5,"HIP Health Plan of New York CMS Contract: H3330","NY","HMO","Yes",1.5,3.5,3.5,"Medicare","Other"
"761",2328,3.5,"UnitedHealthcare Insurance Company of New York (Medicare) CMS Contract: H1537","NY","PPO","No",4,3,3.5,"Medicare","United"
"762",2423,3,"American Progressive Life & Health Insurance Company of New York CMS Contract: H2775","NY","PPO","No",3,3,3,"Medicare","Other"
"763",2520,3,"Healthfirst Health Plan, Inc CMS Contract: H3359","NY","HMO","No",2.5,3,3.5,"Medicare","Other"
"764",2619,3,"Humana Insurance Company of New York CMS Contract: H5970","NY","PPO","No",3,3,3,"Medicare","Humana"
"765",2715,3,"MetroPlus Health Plan CMS Contract: H0423","NY","HMO","No",1.5,3.5,3.5,"Medicare","Other"
"766",2810,3,"Oxford Health Plans of New York (Medicare) CMS Contract: H3307","NY","HMO/POS","Yes",2,2.5,3,"Medicare","Other"
"767",992,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4,4,4,"Medicaid","Other"
"768",1091,4,"Excellus BlueCross BlueShield","NY","HMO","Yes",3,4,3.5,"Medicaid","Blue"
"769",1185,4,"HealthNow New York, Inc.","NY","HMO","Yes",2.5,3.5,3.5,"Medicaid","Other"
"770",1279,4,"HealthPlus HP, LLC","NY","HMO","Yes",2,4,4,"Medicaid","Other"
"771",1377,4,"UnitedHealthcare of New York, Inc. d/b/a/UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,4,"Medicaid","United"
"772",1471,3.5,"Independent Health Association, Inc.","NY","HMO","No",3.5,3.5,3.5,"Medicaid","Other"
"773",1567,3.5,"WellCare of New York, Inc.","NY","HMO","Yes",1.5,4,3.5,"Medicaid","WellCare"
"774",1661,3,"YourCare Health Plan (formerly Univera Community Health)","NY","HMO","No",3.5,3,3,"Medicaid","Other"
"775",993,3.5,"Aetna Health Inc. (Pennsylvania) – North Carolina dba Coventry Health Care of the Carolinas, Inc.","NC","HMO/POS","Yes",4,3.5,2.5,"Commercial","Coventry"
"776",1092,3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",3,3,2.5,"Commercial","Blue"
"777",1186,3.5,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",2,3,2.5,"Commercial","Blue"
"778",1280,3.5,"Cigna Health and Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,3,"Commercial","Cigna"
"779",1378,3.5,"Connecticut General Life Insurance Company - North Carolina","NC","PPO","Yes",3.5,3.5,3,"Commercial","Connecticut General"
"780",1472,3.5,"United Healthcare Services, Inc (North Carolina)","NC","PPO","Yes",2.5,3,3,"Commercial","United"
"781",1568,3.5,"UnitedHealthcare Insurance Company (North Carolina)","NC","PPO","Yes",2.5,3,3,"Commercial","United"
"782",1662,3,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,2.5,2,"Commercial","Aetna"
"783",994,4,"Aetna Health Inc. (Pennsylvania) - North Carolina CMS Contract: H3931","NC","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"784",1093,4,"Aetna Life Insurance Company (North Carolina) CMS Contract: H5521","NC","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"785",1187,4,"FirstCarolinaCare Insurance Company CMS Contract: H6306","NC","HMO","No",4.5,4,3.5,"Medicare","Other"
"786",1281,4,"UnitedHealthcare of Wisconsin, Inc.(South)-KY/NC/TN/VA H5253 CMS Contract: H5253","NC","HMO/POS","Yes",4,4,3,"Medicare","United"
"787",1379,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","NC","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"788",1473,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","NC","PPO","No",3.5,3,3,"Medicare","Humana"
"789",1569,3,"Humana Insurance Company CMS Contract: R5826","NC","PPO","No",3.5,2.5,3,"Medicare","Humana"
"790",1663,2.5,"Blue Cross Blue Shield of North Carolina CMS Contract: H3449","NC","HMO","No",3,3,2.5,"Medicare","Blue"
"791",995,4,"Medica Health Plans (MHP)","ND","HMO/POS","Yes",3,3.5,4,"Commercial","Medica "
"792",1094,4,"Medica Insurance Company (MIC)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"793",1188,4,"Medica Self-Insured (MSI)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"794",1282,4,"Sanford Health Plan","ND","HMO","Yes",3,3,4,"Commercial","Other"
"795",996,4,"Medica Health Plans (MHP) CMS Contract: H2450","ND","HMO","No",4,3,4,"Medicare","Medica "
"796",998,4.5,"AultCare Insurance Company","OH","HMO","Yes",5,NA,3.5,"Commercial","Other"
"797",1096,4,"Paramount Insurance Company","OH","HMO","Yes",4,3.5,3.5,"Commercial","Other"
"798",1190,3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3,2.5,3,"Commercial","Aetna"
"799",1283,3.5,"AultCare Corporation","OH","PPO","Yes",3.5,2.5,3,"Commercial","Other"
"800",1381,3.5,"Community Insurance Company dba Anthem Blue Cross and Blue Shield in Ohio","OH","PPO","Yes",3,3,3,"Commercial","Anthem"
"801",1475,3.5,"HealthSpan Integrated Care","OH","HMO","Yes",3,3,3.5,"Commercial","Other"
"802",1570,3.5,"Humana Health Plan of Ohio, Inc.","OH","HMO/POS","Yes",3,3,3,"Commercial","Humana"
"803",1664,3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",3.5,3,3,"Commercial","Other"
"804",1760,3.5,"Summa Insurance Company, Inc","OH","PPO","Yes",3,3,3.5,"Commercial","Other"
"805",1853,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan","OH","HMO","Yes",3.5,3.5,3,"Commercial","Other"
"806",1951,3.5,"UnitedHealthcare Insurance Company (Ohio)","OH","PPO","Yes",2.5,3,3,"Commercial","United"
"807",2043,3.5,"UnitedHealthcare Services, Inc. (Ohio)","OH","PPO","Yes",2.5,3,3,"Commercial","United"
"808",2139,3,"Aetna Health Inc. (Pennsylvania) - Ohio","OH","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"809",2234,2.5,"Cigna Health and Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",2.5,2,2,"Commercial","Cigna"
"810",2330,2.5,"Connecticut General Life Insurance Company - Ohio","OH","HMO/POS/PPO","Yes",2.5,2,2,"Commercial","Connecticut General"
"811",999,4.5,"AultCare Health Insuring Corporation (AHIC) dba PrimeTime Health Plan CMS Contract: H3664","OH","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"812",1097,4,"Aetna Health Inc. (Pennsylvania) - Ohio CMS Contract: H3931","OH","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"813",1191,4,"Aetna Life Insurance Company (Ohio) CMS Contract: H5521","OH","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"814",1284,4,"HealthSpan Integrated Care CMS Contract: H6360","OH","HMO","Yes",3,4,4,"Medicare","Other"
"815",1382,4,"Humana Health Plan of Ohio, Inc. CMS Contract: H8953","OH","HMO","Yes",3,3.5,3.5,"Medicare","Humana"
"816",1476,4,"Humana Insurance Company (Ohio) CMS Contract: H6609","OH","PPO","Yes",4,3.5,3,"Medicare","Humana"
"817",1571,4,"Paramount Care, Inc. CMS Contract: H3653","OH","HMO","Yes",3.5,4,3.5,"Medicare","Other"
"818",1665,4,"SummaCare, Inc. CMS Contract: H3660","OH","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"819",1761,4,"UnitedHealthcare of Wisconsin, Inc. - Ohio CMS Contract: H5253","OH","HMO/POS","Yes",4,4,3,"Medicare","United"
"820",1854,3.5,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan CMS Contract: H3672","OH","HMO","Yes",3.5,3,2.5,"Medicare","Other"
"821",1952,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","OH","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"822",2044,3,"Humana Insurance Company CMS Contract: R5826","OH","PPO","No",3.5,2.5,3,"Medicare","Humana"
"823",2140,3,"Mt. Carmel Health Plan, Inc. CMS Contract: H3668","OH","HMO","No",4,3,2.5,"Medicare","Other"
"824",2235,3,"The Health Plan of the Upper Ohio Valley, Inc. dba The Health Plan CMS Contract: H8604","OH","PPO","No",3.5,3,2.5,"Medicare","Other"
"825",2331,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","OH","HMO/POS","No",2.5,3,2.5,"Medicare","Care Improvement"
"826",2425,2.5,"Meridian Health Plan of Michigan, Inc. CMS Contract: H5475","OH","HMO","No",2,2,3,"Medicare","Other"
"827",2522,2.5,"Mt. Carmel Health Plan, Inc. CMS Contract: H1846","OH","PPO","No",3.5,3,2,"Medicare","Other"
"828",2621,2,"Molina Healthcare of Ohio, Inc. † CMS Contract: H0490","OH","HMO","No",1.5,1.5,2.5,"Medicare","Molina"
"829",9100,3.5,"CareSource","OH","HMO","Yes",4,3,3,"Medicaid","Other"
"830",1098,3.5,"Molina Healthcare of Ohio, Inc.","OH","HMO","Yes",3,2.5,3,"Medicaid","Molina"
"831",1192,3.5,"Paramount Advantage","OH","HMO","Yes",3,2.5,3,"Medicaid","Other"
"832",1285,3.5,"UnitedHealthcare Community Plan of Ohio, Inc.","OH","HMO","Yes",4.5,2.5,2.5,"Medicaid","United"
"833",1383,3,"Buckeye Health Plan","OH","HMO","Yes",3,2,2.5,"Medicaid","Other"
"834",9101,2.5,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3.5,1.5,1.5,"Commercial","Aetna"
"835",1099,2.5,"United Healthcare Services, Inc (Oklahoma)","OK","PPO","Yes",3.5,1.5,2,"Commercial","United"
"836",1193,2.5,"UnitedHealthcare Insurance Company (Oklahoma)","OK","PPO","Yes",3.5,1.5,2,"Commercial","United"
"837",1286,2,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",2.5,1.5,1.5,"Commercial","United"
"838",9102,4,"Aetna Health Inc. (Pennsylvania) - Oklahoma CMS Contract: H3931","OK","HMO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"839",10100,4,"Aetna Life Insurance Company (Oklahoma) CMS Contract: H5521","OK","PPO","Yes",4,4,3.5,"Medicare","Aetna"
"840",1194,3.5,"UnitedHealthcare of Oklahoma, Inc. CMS Contract: H3749","OK","HMO","Yes",3,2.5,2.5,"Medicare","United"
"841",1287,3,"CommunityCare Managed Healthcare Plans of Oklahoma CMS Contract: H3755","OK","HMO","No",3.5,4,3,"Medicare","Other"
"842",1385,3,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","OK","PPO","No",3.5,3.5,3,"Medicare","Coventry"
"843",1479,3,"Coventry Health Care of Kansas, Inc. CMS Contract: H2672","OK","HMO","No",3,3,3,"Medicare","Coventry"
"844",1573,3,"Humana Insurance Company CMS Contract: R5826","OK","PPO","No",3.5,2.5,3,"Medicare","Humana"
"845",9103,4.5,"Kaiser Foundation Health Plan of the Northwest, Inc.","OR","HMO","Yes",3,4.5,4.5,"Commercial","Kaiser"
