"","x","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"625",1163,4,"Blue Plus (HMO Minnesota dba Blue Plus) Special Project: PMAP","MN","HMO","Yes",3.5,3,3.5,"Medicaid","Blue"
"626",1260,3.5,"PrimeWest Health","MN","HMO","Yes",3,2.5,3.5,"Medicaid","Other"
"627",967,3,"United HealthCare Services, Inc. (Mississippi)","MS","PPO","Yes",3,2.5,2.5,"Commercial","United"
"628",1066,3,"UnitedHealthcare Insurance Company (Mississippi)","MS","PPO","Yes",3,2.5,2.5,"Commercial","United"
"629",1164,2.5,"Aetna Life Insurance Company (Mississippi)","MS","PPO/EPO","Yes",3.5,1.5,1.5,"Commercial","Aetna"
"630",1261,2.5,"Cigna Health and Life Insurance Company - Mississippi","MS","PPO/EPO","Yes",3.5,1.5,1.5,"Commercial","Cigna"
"631",1357,1.5,"American Postal Workers Union Health Plan","MS","PPO","No",4,0.5,1.5,"Commercial","Other"
"632",968,4,"Aetna Life Insurance Company (Mississippi) CMS Contract: H5521","MS","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"633",1067,4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN) CMS Contract: H2001","MS","PPO","Yes",4,5,3.5,"Medicare","Other"
"634",1165,3.5,"HealthSpring of Tennessee CMS Contract: H4454","MS","HMO","No",3.5,4.5,3.5,"Medicare","HealthSpring"
"635",1262,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MS","PPO","No",3.5,4,3.5,"Medicare","Other"
"636",1358,3.5,"UnitedHealthcare Insurance Company (AL,FL,GA,KY,MS,NC,SC,TN) CMS Contract: H2228","MS","PPO","Yes",3,3.5,3,"Medicare","United"
"637",1455,3,"HealthSpring of Tennessee CMS Contract: H4407","MS","HMO","No",3.5,4,3,"Medicare","HealthSpring"
"638",1555,2.5,"Harmony Health Plan of Illinois (Mississippi) CMS Contract: H1416","MS","HMO/POS","Yes",2.5,2,2,"Medicare","Other"
"639",1653,2.5,"UnitedHealthcare Insurance Company (Washington) † CMS Contract: H5008","MS","HMO","No",1.5,3,3,"Medicare","United"
"640",969,3,"Magnolia Health Plan","MS","HMO","Yes",4,2,2,"Medicaid","Other"
"641",1068,2.5,"UnitedHealthcare of Mississippi, Inc dba UnitedHealthcare Community Plan (MS CAN)","MS","HMO","Yes",4,2,2,"Medicaid","United"
"642",970,4,"Blue Cross and Blue Shield of Kansas City, Good Health HMO, Inc.","MO","HMO","Yes",4,3.5,3,"Commercial","Blue"
"643",1069,3.5,"Blue Cross and Blue Shield of Kansas City","MO","PPO","Yes",3,3,3,"Commercial","Blue"
"644",1166,3.5,"Cigna Health and Life Insurance Company - Missouri","MO","PPO","Yes",2.5,3,3,"Commercial","Cigna"
"645",1263,3.5,"Coventry Health and Life Insurance Company (Missouri)","MO","PPO","Yes",2.5,2.5,3,"Commercial","Coventry"
"646",1359,3.5,"HMO Missouri, Inc. dba Anthem Blue Cross Blue Shield in Missouri","MO","HMO/POS","Yes",2.5,3,3,"Commercial","Anthem"
"647",1456,3.5,"Humana Health Plan, Inc. (Kansas City)","MO","HMO/POS","Yes",4,2,3,"Commercial","Humana"
"648",1556,3.5,"United Healthcare Services, Inc (Missouri)","MO","PPO","Yes",2.5,3.5,3,"Commercial","United"
"649",1654,3.5,"UnitedHealthcare Insurance Company (Missouri)","MO","PPO","Yes",2.5,3.5,3,"Commercial","United"
"650",1752,3,"Aetna Health Inc. (Pennsylvania) - Missouri","MO","HMO/POS","Yes",2.5,2,3,"Commercial","Aetna"
"651",1847,3,"Humana Insurance Company (KS, MO)","MO","PPO","Yes",2,2.5,3,"Commercial","Humana"
"652",1944,3,"RightCHOICE Managed Care, Inc. dba Anthem Blue Cross and Blue Shield in Missouri Special Project: Federal Employee Program","MO","PPO","Yes",5,2,2,"Commercial","Anthem"
"653",2041,2.5,"Aetna Life Insurance Company (Missouri)","MO","PPO/EPO","Yes",3,1.5,2.5,"Commercial","Aetna"
"654",2137,2.5,"Cigna HealthCare of St. Louis, Inc.","MO","HMO/POS","Yes",2.5,2,2,"Commercial","Cigna"
"655",2234,1.5,"American Postal Workers Union Health Plan","MO","PPO","No",4,0.5,1.5,"Commercial","Other"
"656",971,4,"Aetna Health Inc. (Pennsylvania) - Missouri CMS Contract: H3931","MO","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"657",1070,4,"Aetna Life Insurance Company (Missouri) CMS Contract: H5521","MO","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"658",1167,4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) CMS Contract: H2001","MO","PPO","Yes",4,5,3.5,"Medicare","Other"
"659",1264,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","MO","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"660",1360,3.5,"Coventry Health Care of Missouri, Inc. CMS Contract: H2663","MO","HMO/POS","No",4,4,3.5,"Medicare","Coventry"
"661",1457,3.5,"Essence Healthcare, Inc. CMS Contract: H2610","MO","HMO","No",4.5,4.5,3.5,"Medicare","Other"
"662",1557,3.5,"Humana Health Plan, Inc. (Kansas City) CMS Contract: H2649","MO","HMO","Yes",2.5,3,3,"Medicare","Humana"
"663",1655,3.5,"Humana Insurance Company (KS, MO) CMS Contract: H5216","MO","PPO","Yes",3.5,4,3,"Medicare","Humana"
"664",1753,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MO","PPO","No",3.5,4,3.5,"Medicare","Other"
"665",1848,3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE) CMS Contract: H2228","MO","PPO","Yes",3,3.5,3,"Medicare","United"
"666",1945,3.5,"UnitedHealthcare of the Midlands CMS Contract: H2802","MO","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"667",2042,3,"Blue-Advantage Plus of Kansas City, Inc. CMS Contract: H1352","MO","HMO","No",3,3,3,"Medicare","Blue"
"668",2138,2.5,"Care Improvement Plus South Central Insurance Company CMS Contract: R3444","MO","PPO","No",2.5,3,2.5,"Medicare","Care Improvement"
"669",2235,2.5,"Cigna HealthCare of St. Louis, Inc. CMS Contract: H9460","MO","HMO","No",2,2.5,3,"Medicare","Cigna"
"670",972,3,"Home State Health Plan, Inc.","MO","HMO","Yes",3.5,2,2.5,"Medicaid","Other"
"671",1071,3,"Missouri Care Incorporated","MO","HMO","Yes",3,2,2,"Medicaid","Other"
"672",973,3,"Cigna Health and Life Insurance Company - Montana/South Dakota","MT","PPO","Yes",3,2,2.5,"Commercial","Cigna"
"673",1072,3,"PacificSource Health Plans - Montana","MT","PPO","Yes",2,2,2.5,"Commercial","Other"
"674",1169,3,"United HealthCare Services, Inc. (Montana)","MT","PPO","Yes",2,2.5,3,"Commercial","United"
"675",1265,3,"UnitedHealthcare Insurance Company (Montana)","MT","PPO","Yes",2,2.5,3,"Commercial","United"
"676",1361,1.5,"American Postal Workers Union Health Plan","MT","PPO","No",4,0.5,1.5,"Commercial","Other"
"677",974,4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY) CMS Contract: H2001","MT","PPO","Yes",4,5,3.5,"Medicare","Other"
"678",1073,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","MT","PPO","No",3.5,4,3.5,"Medicare","Other"
"679",1170,3,"Humana Benefit Plan of Illinois, Inc. CMS Contract: H5525","MT","PPO","No",4,3,3,"Medicare","Humana"
"680",975,4,"Avera Health Plans, Inc.","NE","HMO","Yes",4,3.5,3,"Commercial","Other"
"681",1074,3.5,"Aetna Life Insurance Company (Nebraska)","NE","PPO/EPO","Yes",3.5,2,3,"Commercial","Aetna"
"682",1171,3.5,"United Healthcare Services, Inc (Nebraska)","NE","PPO","Yes",2,3.5,3.5,"Commercial","United"
"683",1267,3.5,"UnitedHealthcare Insurance Company (Nebraska)","NE","PPO","Yes",2,3.5,3.5,"Commercial","United"
"684",1363,3,"Cigna Health and Life Insurance Company - Nebraska","NE","PPO","Yes",4,1.5,2,"Commercial","Cigna"
"685",1460,1.5,"American Postal Workers Union Health Plan","NE","PPO","No",4,0.5,1.5,"Commercial","Other"
"686",976,4,"Aetna Life Insurance Company (Nebraska) CMS Contract: H5521","NE","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"687",1075,4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE) CMS Contract: H2001","NE","PPO","Yes",4,5,3.5,"Medicare","Other"
"688",1172,3.5,"Coventry Health and Life Insurance Company (Iowa) CMS Contract: H1608","NE","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"689",1268,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","NE","PPO","No",3.5,4,3.5,"Medicare","Other"
"690",1364,3.5,"UnitedHealthcare Insurance Company (IA,KS,MO,NE) CMS Contract: H2228","NE","PPO","Yes",3,3.5,3,"Medicare","United"
"691",1461,3.5,"UnitedHealthcare of the Midlands CMS Contract: H2802","NE","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"692",1561,3,"Aetna Health Inc. (Pennsylvania) - Nebraska CMS Contract: H7149","NE","HMO","No",3,3,3.5,"Medicare","Aetna"
"693",1658,3,"CHA HMO, Inc (Hawaii/Iowa) CMS Contract: H0028","NE","HMO","No",2,3,3.5,"Medicare","Other"
"694",1756,3,"Heartland Plains Health CMS Contract: H3765","NE","HMO","No",3.5,3,2.5,"Medicare","Other"
"695",977,4,"UnitedHealthcare of the Midlands, Inc dba UnitedHealthcare Community Plan (NE)","NE","HMO","Yes",4.5,3.5,3.5,"Medicaid","United"
"696",978,3,"Aetna Health Inc. (Pennsylvania) - Arizona","NV","HMO/POS","Yes",2,2,3,"Commercial","Aetna"
"697",1077,3,"Health Plan of Nevada, Inc.","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial","Other"
"698",1174,3,"Prominence Health Plan","NV","HMO/POS","Yes",2,2.5,2.5,"Commercial","Other"
"699",1269,3,"United HealthCare Services, Inc. (Nevada)","NV","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"700",1365,3,"UnitedHealthcare Insurance Company (Nevada)","NV","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"701",1462,2.5,"Aetna Life Insurance Company (Nevada)","NV","PPO/EPO","Yes",1.5,2,2.5,"Commercial","Aetna"
"702",1562,2.5,"Cigna Health and Life Insurance Company - Nevada","NV","PPO","Yes",1.5,2.5,2.5,"Commercial","Cigna"
"703",1659,2.5,"Rocky Mountain Hospital and Medical Services Inc. dba Anthem Blue Cross and Blue Shield (Nevada) Special Project: Federal Employee Program","NV","PPO","Yes",3,2.5,2,"Commercial","Anthem"
"704",1757,2.5,"Sierra Health & Life","NV","PPO","Yes",1.5,2.5,2,"Commercial","Other"
"705",1852,1.5,"American Postal Workers Union Health Plan","NV","PPO","No",4,0.5,1.5,"Commercial","Other"
"706",979,4,"Aetna Health Inc. (Pennsylvania) - Arizona CMS Contract: H3931","NV","HMO","Yes",3.5,3,3.5,"Medicare","Aetna"
"707",1078,4,"Aetna Life Insurance Company (Nevada) CMS Contract: H5521","NV","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"708",1175,4,"PacifiCare of Colorado, Inc. (AZ/CO/NV) CMS Contract: H0609","NV","HMO","Yes",3,3.5,3.5,"Medicare","Other"
"709",1270,4,"Sierra Health and Life Insurance Company, Inc. (AZ,CA,NV) CMS Contract: H2001","NV","PPO","Yes",4,5,3.5,"Medicare","Other"
"710",1366,3.5,"Health Plan of Nevada, Inc. CMS Contract: H2931","NV","HMO","Yes",1.5,3.5,3.5,"Medicare","Other"
"711",1463,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","NV","PPO","No",3.5,4,3.5,"Medicare","Other"
"712",1563,3.5,"UnitedHealthcare Insurance Company (AZ,CA,NV) CMS Contract: H2228","NV","PPO","Yes",3,3.5,3,"Medicare","United"
"713",1660,2,"Prominence Health Plan CMS Contract: H5945","NV","HMO","No",2,2,2.5,"Medicare","Other"
"714",980,3,"Community Care Health Plan of Nevada, Inc. dba Anthem Blue Cross and Blue Shield Healthcare Solutions","NV","HMO","Yes",3,3,2.5,"Medicaid","Anthem"
"715",1079,3,"Health Plan of Nevada, Inc.","NV","HMO","Yes",3,3,2.5,"Medicaid","Other"
"716",981,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NH","HMO","Yes",5,4,3.5,"Commercial","Other"
"717",1080,4,"Harvard Pilgrim Health Care of New England (NH)","NH","HMO/POS","Yes",3,3.5,3.5,"Commercial","Other"
"718",1177,4,"Matthew Thornton Health Plan, Inc.","NH","HMO/POS","Yes",3.5,4,3.5,"Commercial","Other"
"719",1271,4,"United HealthCare Services, Inc. (New Hampshire)","NH","PPO","Yes",3,3,3.5,"Commercial","United"
"720",1367,4,"UnitedHealthcare Insurance Company (New Hampshire)","NH","PPO","Yes",3,3,3.5,"Commercial","United"
"721",1464,3.5,"Anthem Health Plans of New Hampshire, Inc. d/b/a/ Anthem Blue Cross and Blue Shield in New Hampshire Special Project: Federal Employee Program","NH","PPO","Yes",4,2.5,2.5,"Commercial","Anthem"
"722",1564,3.5,"Cigna Health and Life Insurance Company - New Hampshire","NH","HMO/POS/PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna"
"723",1661,3,"Aetna Life Insurance Company (NH/VT)","NH","PPO/EPO","Yes",3.5,1.5,2.5,"Commercial","Aetna"
"724",1759,1.5,"American Postal Workers Union Health Plan","NH","PPO","No",4,0.5,1.5,"Commercial","Other"
"725",982,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H5591","NH","HMO/POS","No",4.5,4,4,"Medicare","Other"
"726",1081,4,"Martin's Point Generations Advantage, Inc. CMS Contract: H1365","NH","PPO","No",4,4,4,"Medicare","Other"
"727",1178,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT) CMS Contract: H2001","NH","PPO","Yes",4,5,3.5,"Medicare","Other"
"728",1272,4,"UnitedHealthcare of New England, Inc. CMS Contract: H1944","NH","HMO","Yes",3.5,3.5,3.5,"Medicare","United"
"729",1368,3.5,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H2406","NH","PPO","No",3.5,4,3.5,"Medicare","Other"
"730",1465,3,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NH","HMO/POS","No",3.5,3.5,2.5,"Medicare","Care Improvement"
"731",983,4.5,"Boston Medical Center Health Plan, Inc. (d/b/a Well Sense Health Plan)","NH","HMO","Yes",3.5,3,4,"Medicaid","Other"
"732",1082,4,"Granite State Health Plan d/b/a NH Healthy Families","NH","HMO","Yes",3.5,3,4,"Medicaid","Other"
"733",984,4,"Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","HMO","Yes",3.5,3,3.5,"Commercial","Blue"
"734",1083,4,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","POS","Yes",3.5,3,3.5,"Commercial","Blue"
"735",1179,3.5,"Aetna Health Inc. (New Jersey)","NJ","HMO/POS","Yes",4,3,3,"Commercial","Aetna"
"736",1273,3.5,"Aetna Life Insurance Company (New Jersey)","NJ","PPO/EPO","Yes",3,2.5,3,"Commercial","Aetna"
"737",1369,3.5,"AmeriHealth Insurance Company of New Jersey","NJ","POS","Yes",3.5,2.5,3,"Commercial","Other"
"738",1466,3.5,"Cigna Health and Life Insurance Company - New Jersey","NJ","PPO","Yes",2.5,2.5,3,"Commercial","Cigna"
"739",1566,3.5,"Horizon Healthcare Services, Inc. /dba/ Horizon Blue Cross Blue Shield of New Jersey, Inc.","NJ","PPO/EPO","Yes",3,2.5,3.5,"Commercial","Blue"
"740",1663,3.5,"United HealthCare Services, Inc. (New Jersey)","NJ","PPO","Yes",2.5,3,3.5,"Commercial","United"
"741",1761,3.5,"UnitedHealthcare Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,3.5,"Commercial","United"
"742",1855,3,"AmeriHealth HMO, Inc. - New Jersey","NJ","HMO/POS","Yes",3,2.5,2.5,"Commercial","Other"
"743",1951,3,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes",3.5,2.5,2.5,"Commercial","Other"
"744",2046,3,"Oxford Health Insurance Company, Inc. (New Jersey)","NJ","PPO","Yes",2,2.5,3,"Commercial","Other"
"745",2142,1.5,"American Postal Workers Union Health Plan","NJ","PPO","No",4,0.5,1.5,"Commercial","Other"
"746",985,4,"Aetna Health Inc. (New Jersey) CMS Contract: H3152","NJ","HMO","Yes",4,3,3.5,"Medicare","Aetna"
"747",1084,4,"Aetna Life Insurance Company (New Jersey) CMS Contract: H5521","NJ","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"748",1180,4,"Aetna Life Insurance Company (Regional NJ) CMS Contract: R6694","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"749",1274,4,"Sierra Health and Life Insurance Company, Inc. CMS Contract: H5652","NJ","HMO/POS","No",3.5,4.5,4,"Medicare","Other"
"750",1370,4,"Sierra Health and Life Insurance Company, Inc. (NJ) CMS Contract: H2001","NJ","PPO","Yes",4,5,3.5,"Medicare","Other"
"751",1467,3.5,"UnitedHealthcare Insurance Company (NJ,NY) CMS Contract: H2228","NJ","PPO","Yes",3,3.5,3,"Medicare","United"
"752",1567,3,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NJ","HMO/POS","No",3.5,3.5,2.5,"Medicare","Care Improvement"
"753",1664,3,"Horizon Insurance Company CMS Contract: H3154","NJ","HMO","Yes",3,3,2.5,"Medicare","Other"
"754",1762,3,"WellCare Health Plans of New Jersey, Inc. CMS Contract: H0913","NJ","HMO","Yes",2,2,2.5,"Medicare","WellCare"
"755",1856,2.5,"Clover Insurance Company CMS Contract: H5141","NJ","PPO","No",2.5,2.5,2.5,"Medicare","Other"
"756",1952,2.5,"Oxford Health Plans of New Jersey (Medicare) † CMS Contract: H3113","NJ","HMO","No",2,3,3,"Medicare","Other"
"757",986,3.5,"AmeriChoice of New Jersey, Inc. dba UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",3,3,3.5,"Medicaid","United"
"758",1085,3.5,"Amerigroup New Jersey, Inc.","NJ","HMO","Yes",2.5,3,3,"Medicaid","Other"
"759",1181,3.5,"WellCare Health Plans of New Jersey, Inc.","NJ","HMO","Yes",2.5,2.5,3,"Medicaid","WellCare"
"760",1275,2.5,"Horizon Healthcare of New Jersey, Inc. d/b/a Horizon NJ Health","NJ","HMO","Yes",2.5,2.5,2,"Medicaid","Other"
"761",1371,2,"Aetna Better Health of New Jersey","NJ","HMO","Yes (Interim)",2,2,1.5,"Medicaid","Aetna"
"762",987,3.5,"Presbyterian Health Plan, Inc.","NM","HMO/POS/PPO","Yes",2.5,3,3,"Commercial","Other"
"763",1086,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2.5,3,2.5,"Commercial","Blue"
"764",1182,3,"United Healthcare Services, Inc (New Mexico)","NM","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"765",1276,3,"UnitedHealthcare Insurance Company (New Mexico)","NM","PPO","Yes",1.5,2.5,2.5,"Commercial","United"
"766",1372,2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO/EPO","Yes",2,2,2,"Commercial","Aetna"
"767",1468,2.5,"Presbyterian Insurance Company","NM","PPO","Yes",2,2.5,2.5,"Commercial","Other"
"768",1568,2,"Cigna Health and Life Insurance Company - New Mexico","NM","PPO","Yes",1.5,1,2,"Commercial","Cigna"
"769",1665,1.5,"American Postal Workers Union Health Plan","NM","PPO","No",4,0.5,1.5,"Commercial","Other"
"770",988,4,"Aetna Life Insurance Company (New Mexico) CMS Contract: H5521","NM","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"771",1087,4,"Presbyterian Health Plan, Inc. CMS Contract: H3204","NM","HMO","Yes",3.5,3.5,3.5,"Medicare","Other"
"772",1183,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX) CMS Contract: H2001","NM","PPO","Yes",4,5,3.5,"Medicare","Other"
"773",1277,3.5,"UnitedHealthcare Insurance Company (NM) CMS Contract: H2228","NM","PPO","Yes",3,3.5,3,"Medicare","United"
"774",1373,3,"Care Improvement Plus South Central Insurance Company CMS Contract: H5322","NM","HMO/POS","No",3.5,3.5,2.5,"Medicare","Care Improvement"
"775",1469,3,"Presbyterian Insurance Company CMS Contract: H3206","NM","PPO","Yes",3,3.5,2.5,"Medicare","Other"
"776",1569,2.5,"UnitedHealthcare Insurance Company (Washington) † CMS Contract: H5008","NM","HMO","No",1.5,3,3,"Medicare","United"
"777",1666,2,"Molina Healthcare of New Mexico CMS Contract: H9082","NM","HMO","No",1.5,2.5,2.5,"Medicare","Molina"
"778",989,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2.5,2,"Medicaid","Blue"
"779",1088,3,"Molina Healthcare of New Mexico","NM","HMO","Yes",3,3,2.5,"Medicaid","Molina"
"780",1184,3,"UnitedHealthcare of New Mexico, Inc. dba UnitedHealthcare Community Plan (NM)","NM","HMO","Yes",2,2,3,"Medicaid","United"
"781",1278,2.5,"Presbyterian Health Plan, Inc.","NM","HMO","Yes",2.5,2.5,2,"Medicaid","Other"
"782",990,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",5,4.5,4,"Commercial","Other"
"783",1089,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","HMO/POS","Yes",5,4.5,4,"Commercial","Other"
"784",1185,4.5,"Capital District Physicians' Healthcare Network, Inc. (CDPHN)","NY","PPO","Yes",4.5,4.5,3.5,"Commercial","Other"
"785",1279,4.5,"CDPHP Universal Benefits, Inc.","NY","PPO","Yes",4.5,4.5,3.5,"Commercial","Other"
"786",1374,4.5,"HealthNow New York, Inc.","NY","HMO/POS/PPO","Yes",4,4.5,3.5,"Commercial","Other"
"787",1470,4.5,"Independent Health Association, Inc.","NY","HMO/POS","Yes",4,4,4,"Commercial","Other"
"788",1570,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","NY","HMO","Yes",5,4,3.5,"Commercial","Other"
"789",1667,4.5,"MVP Health Plan, Inc.","NY","HMO/POS","Yes",4.5,4,3.5,"Commercial","Other"
"790",1765,4,"Excellus Health Plan, Inc. dba Excellus BlueCross BlueShield","NY","HMO/POS/PPO/EPO","Yes",3,4,4,"Commercial","Blue"
"791",1859,4,"Excellus Health Plan, Inc. dba Univera Healthcare","NY","HMO/POS/PPO/EPO","Yes",3,4,4,"Commercial","Other"
"792",1955,3.5,"Aetna Life Insurance Company (New York)","NY","PPO/EPO","Yes",2.5,2.5,3,"Commercial","Aetna"
"793",2050,3.5,"UnitedHealthcare Insurance Company of New York","NY","PPO","Yes",2.5,3,3,"Commercial","United"
"794",2146,3.5,"UnitedHealthcare Service, LLC (New York)","NY","PPO","Yes",2.5,3,3,"Commercial","United"
"795",2242,3,"Cigna Health and Life Insurance Company - New York","NY","HMO/POS/PPO","Yes",1.5,3,2.5,"Commercial","Cigna"
"796",2333,3,"Empire HealthChoice Assurance, Inc. dba Empire Blue Cross Blue Shield in New York Special Project: Federal Employee Program","NY","PPO","Yes",3,2.5,2.5,"Commercial","Blue"
"797",2426,3,"Empire HealthChoice HMO, Inc. d/b/a Empire BlueCross BlueShield HMO","NY","HMO/POS","Yes",2,2.5,3,"Commercial","Blue"
"798",2523,3,"HIP Health Plan of New York","NY","HMO/POS","Yes",1.5,3,3,"Commercial","Other"
"799",2621,3,"Oscar Insurance Corporation","NY","PPO","Yes",1,2.5,3,"Commercial","Other"
"800",2718,3,"Oxford Health Insurance Company, Inc. (New York)","NY","PPO","Yes",2.5,2.5,3,"Commercial","Other"
"801",2817,1.5,"American Postal Workers Union Health Plan","NY","PPO","No",4,0.5,1.5,"Commercial","Other"
"802",991,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP) CMS Contract: H3388","NY","HMO","Yes",4,4,4,"Medicare","Other"
"803",1090,4.5,"Excellus Health Plan, Inc. dba Excellus BlueCross BlueShield CMS Contract: H3351","NY","HMO","Yes",4.5,4.5,4,"Medicare","Blue"
"804",1186,4.5,"Excellus Health Plan, Inc. dba Univera Healthcare CMS Contract: H3351","NY","HMO","Yes",4.5,4.5,4,"Medicare","Other"
"805",1280,4.5,"HealthNow New York, Inc. CMS Contract: H5526","NY","PPO","Yes",4.5,4.5,3.5,"Medicare","Other"
"806",1375,4,"Aetna Health Inc. (New York) CMS Contract: H3312","NY","HMO","Yes",3,2.5,3.5,"Medicare","Aetna"
"807",1471,4,"Aetna Life Insurance Company (New York) CMS Contract: H5521","NY","PPO","Yes",3.5,4,3.5,"Medicare","Aetna"
"808",1571,4,"CDPHP Universal Benefits, Inc. CMS Contract: H5042","NY","PPO","No",5,5,4,"Medicare","Other"
"809",1668,4,"Excellus Health Plan, Inc. dba Excellus BlueCross BlueShield CMS Contract: H3335","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"810",1766,4,"Excellus Health Plan, Inc. dba Univera Healthcare CMS Contract: H3335","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Other"
"811",1860,4,"HealthNow New York, Inc. CMS Contract: H3384","NY","HMO","Yes",3.5,3.5,3.5,"Medicare","Other"
"812",1956,4,"Independent Health Association, Inc. CMS Contract: H3362","NY","HMO","No",4.5,4,4,"Medicare","Other"
"813",2051,4,"Independent Health Association, Inc. CMS Contract: H3344","NY","PPO","No",4.5,4,4,"Medicare","Other"
"814",2147,4,"MVP Health Plan, Inc. CMS Contract: H3305","NY","HMO/POS","No",4,4.5,3.5,"Medicare","Other"
"815",2243,4,"MVP Health Plan, Inc. CMS Contract: H9615","NY","PPO","No",4.5,4.5,4,"Medicare","Other"
"816",2334,4,"Sierra Health and Life Insurance Company, Inc.-(NY) CMS Contract: H2001","NY","PPO","Yes",4,5,3.5,"Medicare","Other"
"817",2427,3.5,"American Progressive Life & Health Insurance Company of New York CMS Contract: H2775","NY","PPO","No",4,4,3,"Medicare","Other"
"818",2524,3.5,"Humana Insurance Company of New York CMS Contract: H5970","NY","PPO","No",3.5,3.5,3.5,"Medicare","Humana"
"819",2622,3.5,"UnitedHealthcare Insurance Company (NJ,NY) CMS Contract: H2228","NY","PPO","Yes",3,3.5,3,"Medicare","United"
"820",2719,3.5,"UnitedHealthcare Insurance Company of New York (Medicare) CMS Contract: H1537","NY","PPO","No",4,4.5,3.5,"Medicare","United"
"821",2818,3,"Healthfirst Health Plan, Inc CMS Contract: H3359","NY","HMO","No",2.5,3.5,3,"Medicare","Other"
"822",992,4.5,"Capital District Physicians' Health Plan, Inc. (CDPHP)","NY","HMO","Yes",4.5,4,4,"Medicaid","Other"
"823",1091,4,"Excellus Health Plan, Inc. dba Excellus BlueCross BlueShield","NY","HMO","Yes",3,4.5,3.5,"Medicaid","Blue"
"824",1187,4,"HealthNow New York, Inc.","NY","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"825",1281,4,"WellCare of New York, Inc.","NY","HMO","Yes",1.5,4,3.5,"Medicaid","WellCare"
"826",1376,3.5,"HealthPlus HP, LLC","NY","HMO","Yes",2,4,3,"Medicaid","Other"
"827",1472,3.5,"UnitedHealthcare of New York, Inc. dba UnitedHealthcare Community Plan (NY)","NY","HMO","Yes",3,2.5,3,"Medicaid","United"
"828",1572,3.5,"YourCare Health Plan","NY","HMO","No",2.5,3.5,3.5,"Medicaid","Other"
"829",993,4,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",2,4,3.5,"Commercial","Blue"
"830",1092,3.5,"Aetna Life Insurance Company (North Carolina)","NC","PPO/EPO","Yes",4,2.5,2.5,"Commercial","Aetna"
