"","state","abbreviation","v1","rating","plan","type","ncqa","consumersat","prevention","treatment","instype","plantype","year","pop_2016.x","pct_pop_age0-18_2016","pct_pop_age19-25_2016","pct_pop_age26-34_2016","pct_pop_age35-54_2016","pct_pop_age55-64_2016","pct_pop_age65_2016","pct_citizen_2016","pct_male_2016","pct_female_2016","pct_white_2016","pct_black_2016","pct_hispanic_2016","pct_asian_2016","pct_native_2016","pct_pacific_2016","pct_two_or_more_races_2016","pct_fpv<100_2016","pct_fpv100-199_2016","pct_fpv200-399_2016","pct_fpv>400_2016","med_house_income_2016","pct_unemployed_2016","avg_monthly_SNAP_2016","expend_per_cap_2016","forclosure_rate_2016","pct_change_monthly_umployment_2016","pct_change_monthly_SNAP_2016","economic_distress_rank_2016","pct_any_mental_illness_2016","pct_serious_mental_illness_2016","cancer_death_rate_2016","death_rate_2016","cvs_death_rate_2016","firearm_death_rate_2016","opioid_od_death_rate_2016","all_drug_od_death_rate_2016","flu_pna_death_2016","pct_smoke_2016","pct_reported_poor_health_2016","expansion_2017","total_medicaid_enroll_2017","expansion_group_enrolled_2017","expansion_group_newly_eligible_enrolled_2017","hosp_expense_inpatient_day_2016","hosp_rate_gov_hosp_2016","hosp_rate_nonprofit_hosp_2016","hosp_rate_forprofit_hosp_2016","hosp_rate_total_2016","pct_uninsured_2013","pct_uninsured_2016","pct_change_uninsured_2013_2016","herfindahl_hirschman_Index_2016","market_share_largest_insure_2016","no_insure_>5%_mark_share_2016","gross_margins_per_member_2016","total_pc_hpsa_2017","pop_hpsa_2017","pct_needs_met_2017","no_practitioners_needed_2017","pct_hdhp_2017","avg_fam_prem_employee_cont_2016","avg_fam_prem_employer_cont_2016","avg_fam_prem_total_2016","avg_sing_prem_employee_cont_2016","avg_sing_prem_employer_cont_2016","avg_sing_prem_total_2016","hc_exp_per_cap_2014","avg_bench_mktplace_prem","pct_pot_mkt_pop_enrol_2016","no_insur_provid_2016","insur_spend_per_cap_2014","pct_not_hav_pcp_2016","quality_rank_2016","quality_value_2016","no_pcp_2018","no_specialist_2018","no_total_md_2018","pop_2016.y","land_area","pop_density","pct_disability_2016","num_gov_beds_2016","num_non_profit_beds_2016","num_for_profit_beds_2016","num_total_beds_2016","no_pcp_per_pop","no_specialists_per_pop","no_total_md_pop","rx_opioid_deaths_16.x","pct_no_place_care_2014.x","doc_dens","insured_dens","pct_non_citizen_2016","rx_opioid_deaths_16.y","pct_no_place_care_2014.y","rx_opioid_deaths_16","pct_no_place_care_2014"
"407","Pennsylvania","PA",1198,5,"UPMC Health Plan, Inc.","HMO","Yes",4.5,4.5,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"408","Pennsylvania","PA",1290,4.5,"Highmark Choice Company","HMO","Yes",4,4,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"409","Pennsylvania","PA",1388,4.5,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","HMO","Yes",5,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"410","Pennsylvania","PA",1482,4.5,"UPMC Benefit Management Services, INC.","PPO","Yes",3,4.5,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"411","Pennsylvania","PA",1576,4.5,"UPMC Health Network, INC","PPO","Yes",3,4.5,4,"Commercial","Health Net",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"412","Pennsylvania","PA",1670,4.5,"UPMC Health Options, Inc.","PPO","Yes",3,4.5,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"413","Pennsylvania","PA",1766,4,"Aetna Health Inc. (Pennsylvania) dba HealthAmerica Pennsylvania, Inc.","HMO","Yes",3,3.5,3.5,"Commercial","Aetna",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"414","Pennsylvania","PA",1858,4,"Aetna Life Insurance Company (Pennsylvania)","PPO","Yes",3,3.5,3.5,"Commercial","Aetna",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"415","Pennsylvania","PA",1956,4,"Capital Advantage Insurance Company","POS","Yes",3.5,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"416","Pennsylvania","PA",2048,4,"Geisinger Health Plan","HMO/POS","Yes",2.5,4,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"417","Pennsylvania","PA",2144,4,"Geisinger Quality Options","PPO","Yes",3.5,3.5,4,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"418","Pennsylvania","PA",2239,4,"HealthAssurance Pennsylvania, Inc.","POS","Yes",3,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"419","Pennsylvania","PA",2335,4,"Highmark Coverage Advantage","PPO","Yes (Interim)",4,NA,NA,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"420","Pennsylvania","PA",2428,4,"Highmark Health Insurance Company (HHIC)","PPO","Yes",2.5,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"421","Pennsylvania","PA",2525,4,"HMO of Northeastern Pennsylvania, Inc. d/b/a First Priority Health","HMO/POS","Yes",2.5,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"422","Pennsylvania","PA",2623,4,"Keystone Health Plan Central","HMO","Yes",3.5,3.5,3.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"423","Pennsylvania","PA",2719,4,"Keystone Health Plan East, Inc.","HMO/POS","Yes",4,3.5,3,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"424","Pennsylvania","PA",2813,4,"QCC Insurance Company (Personal Choice)","PPO","Yes",4,3.5,2.5,"Commercial","Other",2016,12557900,23,9,12,24,14,18,97,49,51,0.76,0.11,0.07,0.04,NA,NA,0.02,11.37,14.32,30.89,43.42,60979,5.5,1863836,5973,1015,22.3,0.1,1,18.4,4.1,164.7,770.1,176.2,12,18.5,37.9,13.9,18,16.6,1,2799300,751000,707900,2331.99,0,584,85,670,13.6,7.7,-5.9,1897,29,7,-7,166,727671,56.05,134,49.4,4560,13340,17900,1340,4861,6201,9258,260,46,7,4634,14.2,28,-0.016,23889,26187,50076,12557900,44820,280.185185185185,14.4,0,2.5,0.4,2.9,1.9023085069956,2.08530088629468,3.98760939329028,1793,0.127,1.11726907630522,8.6029718875502,3,1793,0.127,1793,0.127
"425","Rhode Island","RI",9109,5,"Tufts Associated Health Maintenance Organization, Inc.","HMO/POS","Yes",3.5,4.5,4.5,"Commercial","Other",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"426","Rhode Island","RI",10107,5,"Tufts Benefit Administrators, Inc.","PPO","Yes",4,4.5,4.5,"Commercial","Other",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"427","Rhode Island","RI",11101,4.5,"Blue Cross & Blue Shield of Rhode Island","PPO","Yes",3.5,4.5,4,"Commercial","Blue",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"428","Rhode Island","RI",1293,4.5,"United Healthcare Services, Inc (Rhode Island)","PPO","Yes",4,4.5,3.5,"Commercial","United",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"429","Rhode Island","RI",1391,4.5,"UnitedHealthcare Insurance Company - Rhode Island","PPO","Yes",4,4.5,3.5,"Commercial","United",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"430","Rhode Island","RI",1485,3.5,"Cigna Health and Life Insurance Company - Rhode Island","PPO","Yes",2.5,4,2,"Commercial","Cigna",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"431","Rhode Island","RI",1579,3.5,"Connecticut General Life Insurance Company - Rhode Island","PPO","Yes",2.5,4,2,"Commercial","Connecticut General",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"432","Rhode Island","RI",1673,3,"Aetna Life Insurance Company (Rhode Island)","PPO","Yes",3,3,2,"Commercial","Aetna",2016,1054300,21,9,12,27,15,17,93,49,51,0.72,0.06,0.16,0.04,NA,NA,NA,11.57,14.3,28.7,45.43,61528,5.3,171055,8166,1595,-0.3,-2.5,18,18.9,4.1,158,690.1,152.4,4.1,26.7,30.8,11,14.4,15.6,1,286500,61500,61500,2814.2,NA,495,29,524,16.5,5.9,-10.6,4913,61,2,72,14,161671,66.97,20,53.6,5035,12975,18010,1614,5051,6665,9551,263,41,3,4620,12.8,14,0.422,2403,2547,4950,1054300,1034,1019.63249516441,13.4,NA,2,0.1,2.1,2.2792374087072,2.41582092383572,4.69505833254292,245,0.101,4.78723404255319,28.2446808510638,7,245,0.101,245,0.101
"433","South Carolina","SC",9112,3.5,"Aetna Health Inc. (Pennsylvania) – North Carolina dba Coventry Health Care of the Carolinas, Inc.","HMO/POS","Yes",4,3.5,2.5,"Commercial","Coventry",2016,4908400,24,8,11,26,14,17,97,48,52,0.65,0.26,0.05,0.02,NA,NA,NA,14.27,18.01,30.4,37.32,54336,4.5,805012,4626,795,-12.8,-6,29,17.5,3.9,167.7,829.8,173.8,17.7,13.1,18.1,12,20,20,0,1214300,NA,NA,1941.32,144,270,151,565,22.6,14.7,-7.9,8149,90,2,26,103,2230932,69.48,232,55.9,5007,12666,17673,1361,4436,5797,7311,301,44,3,4235,21.6,42,-0.532,6361,6435,12796,4908400,30111,163.010195609578,15,0.6,1.1,0.7,2.5,1.29594165104718,1.31101784695624,2.60695949800342,540,0.187,0.424960977715785,6.24692637242204,3,540,0.187,540,0.187
"434","South Carolina","SC",10110,3,"Cigna Health and Life Insurance Company - South Carolina","PPO","Yes",3.5,2.5,2.5,"Commercial","Cigna",2016,4908400,24,8,11,26,14,17,97,48,52,0.65,0.26,0.05,0.02,NA,NA,NA,14.27,18.01,30.4,37.32,54336,4.5,805012,4626,795,-12.8,-6,29,17.5,3.9,167.7,829.8,173.8,17.7,13.1,18.1,12,20,20,0,1214300,NA,NA,1941.32,144,270,151,565,22.6,14.7,-7.9,8149,90,2,26,103,2230932,69.48,232,55.9,5007,12666,17673,1361,4436,5797,7311,301,44,3,4235,21.6,42,-0.532,6361,6435,12796,4908400,30111,163.010195609578,15,0.6,1.1,0.7,2.5,1.29594165104718,1.31101784695624,2.60695949800342,540,0.187,0.424960977715785,6.24692637242204,3,540,0.187,540,0.187
"435","South Carolina","SC",11103,3,"Connecticut General Life Insurance Company - South Carolina","PPO","Yes",3.5,2.5,2.5,"Commercial","Connecticut General",2016,4908400,24,8,11,26,14,17,97,48,52,0.65,0.26,0.05,0.02,NA,NA,NA,14.27,18.01,30.4,37.32,54336,4.5,805012,4626,795,-12.8,-6,29,17.5,3.9,167.7,829.8,173.8,17.7,13.1,18.1,12,20,20,0,1214300,NA,NA,1941.32,144,270,151,565,22.6,14.7,-7.9,8149,90,2,26,103,2230932,69.48,232,55.9,5007,12666,17673,1361,4436,5797,7311,301,44,3,4235,21.6,42,-0.532,6361,6435,12796,4908400,30111,163.010195609578,15,0.6,1.1,0.7,2.5,1.29594165104718,1.31101784695624,2.60695949800342,540,0.187,0.424960977715785,6.24692637242204,3,540,0.187,540,0.187
"436","South Carolina","SC",1295,3,"United Healthcare Services, Inc (South Carolina)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,4908400,24,8,11,26,14,17,97,48,52,0.65,0.26,0.05,0.02,NA,NA,NA,14.27,18.01,30.4,37.32,54336,4.5,805012,4626,795,-12.8,-6,29,17.5,3.9,167.7,829.8,173.8,17.7,13.1,18.1,12,20,20,0,1214300,NA,NA,1941.32,144,270,151,565,22.6,14.7,-7.9,8149,90,2,26,103,2230932,69.48,232,55.9,5007,12666,17673,1361,4436,5797,7311,301,44,3,4235,21.6,42,-0.532,6361,6435,12796,4908400,30111,163.010195609578,15,0.6,1.1,0.7,2.5,1.29594165104718,1.31101784695624,2.60695949800342,540,0.187,0.424960977715785,6.24692637242204,3,540,0.187,540,0.187
"437","South Carolina","SC",1393,3,"UnitedHealthcare Insurance Company (South Carolina)","PPO","Yes",3,2.5,2.5,"Commercial","United",2016,4908400,24,8,11,26,14,17,97,48,52,0.65,0.26,0.05,0.02,NA,NA,NA,14.27,18.01,30.4,37.32,54336,4.5,805012,4626,795,-12.8,-6,29,17.5,3.9,167.7,829.8,173.8,17.7,13.1,18.1,12,20,20,0,1214300,NA,NA,1941.32,144,270,151,565,22.6,14.7,-7.9,8149,90,2,26,103,2230932,69.48,232,55.9,5007,12666,17673,1361,4436,5797,7311,301,44,3,4235,21.6,42,-0.532,6361,6435,12796,4908400,30111,163.010195609578,15,0.6,1.1,0.7,2.5,1.29594165104718,1.31101784695624,2.60695949800342,540,0.187,0.424960977715785,6.24692637242204,3,540,0.187,540,0.187
