"","X1","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"915",1480,4,"Vista Health Plan DBA Keystone First
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3.5,4,4,"Medicaid","Other"
"916",1579,3.5,"Aetna Better Health Inc., a Pennsylvania Corporation","PA","HMO","Yes",3,3,3.5,"Medicaid","Aetna"
"917",1673,3.5,"Gateway Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"918",1767,3.5,"UnitedHealthcare of Pennsylvania, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: PA Medicaid","PA","HMO","Yes",2.5,3.5,3.5,"Medicaid","United"
"919",9109,5,"Tufts Associated Health Maintenance Organization, Inc.","RI","HMO/POS","Yes",3.5,5,4.5,"Commercial","Other"
"920",10107,4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",3.5,4.5,4,"Commercial","Blue"
"921",11101,4,"Tufts Benefit Administrators, Inc. (Rhode Island)","RI","PPO","Yes",3,4.5,3.5,"Commercial","Other"
"922",1294,4,"United Healthcare Services, Inc  (Rhode Island)","RI","PPO","Yes",3.5,4.5,3.5,"Commercial","United"
"923",1392,4,"UnitedHealthcare Insurance Company - Rhode Island","RI","PPO","Yes",3.5,4.5,3.5,"Commercial","United"
"924",1481,3.5,"Cigna Health and Life Insurance Company - Rhode Island","RI","PPO","Yes",3.5,4,2.5,"Commercial","Cigna"
"925",1580,3.5,"Connecticut General Life Insurance Company - Rhode Island","RI","PPO","Yes",3.5,4,2.5,"Commercial","Connecticut General"
"926",9110,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","RI","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"927",11102,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","RI","PPO","Yes",2.5,3.5,3,"Medicare","United"
"928",9111,4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",4,4.5,4,"Medicaid","Other"
"929",10109,4.5,"UnitedHealthcare of New England, Inc.dba UnitedHealthcare Community Plan (RI)","RI","HMO","Yes",4.5,4.5,3.5,"Medicaid","United"
"930",9112,3.5,"Aetna Health Inc. (Pennsylvania) - North Carolina dba Coventry Health Care of the Carolinas, Inc.","SC","HMO/POS","Yes",2.5,3.5,3,"Commercial","Coventry"
"931",10110,3,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2.5,"Commercial","Blue"
"932",11103,3,"Cigna Health and Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2,2,"Commercial","Cigna"
"933",1296,3,"Connecticut General Life Insurance Company - South Carolina","SC","PPO","Yes",3.5,2,2,"Commercial","Connecticut General"
"934",1394,3,"United Healthcare Services, Inc  (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"935",1482,3,"UnitedHealthcare Insurance Company (South Carolina)","SC","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"936",1581,2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO/EPO","Yes",3,2,2,"Commercial","Aetna"
"937",9113,4.5,"Aetna Life Insurance Company (South Carolina)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","SC","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"938",10111,4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","SC","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"939",11104,3.5,"UnitedHealthcare Insurance Company-South Carolina
                                    
                                        
                                    

                                    
                                        CMS Contract: H8748","SC","HMO","Yes",2.5,3,3,"Medicare","United"
"940",1297,3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","SC","PPO","No",3,3,3,"Medicare","Humana"
"941",1395,2.5,"Cigna HealthCare of South Carolina, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H7020","SC","HMO","No",3,3,2.5,"Medicare","Cigna"
"942",1483,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","SC","PPO","No",2.5,2.5,3,"Medicare","Humana"
"943",9114,3.5,"Select Health of South Carolina, Inc.","SC","HMO","Yes",4,3.5,2.5,"Medicaid","Other"
"944",10112,3,"Absolute Total Care, Inc.","SC","HMO","Yes",4,3,2,"Medicaid","Other"
"945",11105,3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2,"Medicaid","Blue"
"946",1298,3,"Molina Healthcare of South Carolina, LLC","SC","HMO","Yes",3.5,2.5,2.5,"Medicaid","Molina"
"947",1396,2.5,"WellCare of South Carolina, Inc.","SC","HMO","Yes",3,2.5,2,"Medicaid","WellCare"
"948",9115,4,"Medica Insurance Company (MIC)","SD","PPO","Yes",2,3.5,3.5,"Commercial","Medica "
"949",10113,4,"Medica Self-Insured (MSI)","SD","PPO","Yes",2,3.5,3.5,"Commercial","Medica "
"950",11106,3.5,"Avera Health Plans, Inc.","SD","HMO","Yes",2,2.5,3.5,"Commercial","Other"
"951",1299,3.5,"Sanford Health Plan","SD","HMO","Yes",2,3.5,3.5,"Commercial","Other"
"952",1397,2.5,"Cigna Health and Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",2.5,2,2,"Commercial","Cigna"
"953",1484,2.5,"Connecticut General Life Insurance Company - Montana/South Dakota","SD","PPO","Yes",2.5,2,2,"Commercial","Connecticut General"
"954",9116,3.5,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","SD","HMO","No",2.5,3.5,3.5,"Medicare","Other"
"955",10114,3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","SD","PPO","No",4,3.5,3.5,"Medicare","Coventry"
"956",9117,3.5,"Aetna Health Inc. (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",4.5,2.5,2,"Commercial","Aetna"
"957",10115,3.5,"BlueCross BlueShield of Tennessee, Inc.","TN","PPO","Yes",3.5,3,3,"Commercial","Blue"
"958",11108,3.5,"Cigna Health and Life Insurance Company - Tennessee","TN","PPO","Yes",3,3,2.5,"Commercial","Cigna"
"959",12100,3.5,"Cigna HealthCare of Tennessee, Inc.","TN","HMO/POS","Yes",3.5,3,2.5,"Commercial","Cigna"
"960",1398,3.5,"Connecticut General Life Insurance Company - Tennessee","TN","PPO","Yes",3,3,2.5,"Commercial","Connecticut General"
"961",1485,3.5,"UnitedHealthcare Plan of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"962",1584,3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","TN","HMO/POS","Yes",3.5,2.5,3,"Commercial","United"
"963",1678,3,"Aetna Life Insurance Company (Tennessee)","TN","PPO/EPO","Yes",3.5,2.5,2,"Commercial","Aetna"
"964",1865,3,"United Healthcare Services, Inc  (Tennessee)","TN","PPO","Yes",3,2.5,2.5,"Commercial","United"
"965",1961,3,"UnitedHealthcare Insurance Company (Tennessee)","TN","PPO","Yes",3,2.5,2.5,"Commercial","United"
"966",9118,4.5,"Aetna Life Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TN","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"967",10116,4,"Aetna Health Inc. (Pennsylvania) - Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","TN","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"968",11109,4,"Cariten Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4461","TN","HMO","Yes",4,4.5,3,"Medicare","Other"
"969",12101,4,"Sierra Health and Life Insurance Company, Inc. (AL,MS,SC,TN)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TN","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"970",1486,3.5,"Humana Insurance Company (Tennessee)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TN","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"971",1585,3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4454","TN","HMO","No",3,4,3,"Medicare","HealthSpring"
"972",1679,3,"HealthSpring of Tennessee
                                    
                                        
                                    

                                    
                                        CMS Contract: H4407","TN","HMO","No",3,3.5,3,"Medicare","HealthSpring"
"973",1773,2.5,"Harmony Health Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1416","TN","HMO/POS","Yes",1.5,2,2,"Medicare","Other"
"974",1866,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","TN","PPO","No",2.5,2.5,3,"Medicare","Humana"
"975",9119,3.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",3.5,3,3,"Medicaid","Other"
"976",10117,3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",4,2.5,3,"Medicaid","United"
"977",11110,3.5,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: Middle TN","TN","HMO","Yes",4,3,3,"Medicaid","United"
"978",12102,3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare","TN","HMO","Yes",4.5,3,3,"Medicaid","Blue"
"979",13100,3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: TennCare Select","TN","HMO","Yes",4,2,3,"Medicaid","Blue"
"980",1487,3.5,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: BlueCare-Middle","TN","HMO","Yes",4,2.5,2.5,"Medicaid","Blue"
"981",1586,3,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: East TN","TN","HMO","Yes",3.5,2,2,"Medicaid","Other"
"982",1680,3,"UnitedHealthcare Plan of the River Valley, Inc., Medicaid Managed Care Operations
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",3.5,2,2.5,"Medicaid","United"
"983",1774,3,"Volunteer State Health Plan, Inc. dba BlueCare Tennessee
                                    
                                        
                                    

                                    
                                        Special Project: Blue Care-West","TN","HMO","Yes",4.5,2,2.5,"Medicaid","Blue"
"984",1867,2.5,"AMERIGROUP Tennessee, Inc
                                    
                                        
                                    

                                    
                                        Special Project: West TN","TN","HMO","Yes",2.5,2,2,"Medicaid","Other"
"985",9120,4,"Scott and White Health Plan","TX","HMO/POS","Yes",4,3.5,3,"Commercial","Other"
"986",10118,3.5,"Aetna Health Inc. (Texas)","TX","HMO/POS","Yes",3,2.5,3,"Commercial","Aetna"
"987",11111,3.5,"Aetna Life Insurance Company (Texas)","TX","PPO/EPO","Yes",3.5,3,2.5,"Commercial","Aetna"
"988",12103,3.5,"Community First Health Plans, Inc.","TX","HMO/POS","Yes",3.5,3,2.5,"Commercial","Other"
"989",1488,3.5,"United Healthcare Services, Inc  (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial","United"
"990",1587,3.5,"UnitedHealthcare Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial","United"
"991",1681,3,"CHRISTUS Health Plan","TX","HMO","No",4.5,2,2.5,"Commercial","Other"
"992",1775,3,"Cigna Health and Life Insurance Company - Texas","TX","PPO","Yes",2.5,2.5,2,"Commercial","Cigna"
"993",1868,3,"Cigna HealthCare of Texas, Inc.","TX","HMO/POS","Yes",4,2.5,2,"Commercial","Cigna"
"994",1963,3,"Connecticut General Life Insurance Company - Texas","TX","PPO","Yes",2.5,2.5,2,"Commercial","Connecticut General"
"995",2337,1.5,"UnitedHealthcare Benefits of Texas, Inc.","TX","HMO","Yes",4,0,1,"Commercial","United"
"996",9121,4.5,"Aetna Life Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","TX","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"997",10119,4.5,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H4564","TX","HMO","Yes",4.5,4,3.5,"Medicare","Other"
"998",11112,4,"KS Plan Administrators, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H0332","TX","HMO","No",4.5,5,4,"Medicare","Other"
"999",12104,4,"Physicians Health Choice of Texas LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4527","TX","HMO","Yes",2.5,4,3.5,"Medicare","Other"
"1000",13102,4,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","TX","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1001",1489,4,"UnitedHealthcare Benefits of Texas, Inc.(Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H4590","TX","HMO","Yes",3,4,3.5,"Medicare","United"
"1002",1682,3.5,"Humana Health Plan, Inc. (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2649","TX","HMO","Yes",3,3,3,"Medicare","Humana"
"1003",1776,3.5,"Humana Insurance Company (Texas)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","TX","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1004",1869,3.5,"Insurance Company of Scott and White
                                    
                                        
                                    

                                    
                                        CMS Contract: H8237","TX","HMO","No",3.5,3,3.5,"Medicare","Other"
"1005",1964,3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","TX","HMO/POS","No",4,4.5,3.5,"Medicare","Other"
"1006",2057,3,"Bravo Health Texas, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4528","TX","HMO","No",3,3,3,"Medicare","Other"
"1007",2148,3,"Care N' Care Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H6328","TX","PPO","No",4,3,3,"Medicare","Other"
"1008",2241,3,"SelectCare of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4506","TX","HMO","No",3.5,3.5,3,"Medicare","Other"
"1009",2338,3,"Texas HealthSpring, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4513","TX","HMO","No",2.5,4,3,"Medicare","HealthSpring"
"1010",2434,3,"UnitedHealthcare Community Plan of Texas, LLC
                                    
                                        
                                    

                                    
                                        CMS Contract: H4514","TX","HMO","Yes",2,2.5,2.5,"Medicare","United"
"1011",2530,2.5,"Care Improvement Plus of Texas Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R6801","TX","PPO","No",2.5,2.5,2.5,"Medicare","Care Improvement"
"1012",2625,2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H7787","TX","PPO","No",2.5,3,2.5,"Medicare","HealthSpring"
"1013",2721,2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H2165","TX","HMO","No",2.5,3,2.5,"Medicare","HealthSpring"
"1014",2819,2.5,"HealthSpring Life and Health
                                    
                                        
                                    

                                    
                                        CMS Contract: H6972","TX","HMO","No",2.5,2,2.5,"Medicare","HealthSpring"
"1015",9122,4,"Superior HealthPlan, Inc","TX","HMO","Yes",3.5,3.5,3,"Medicaid","Other"
"1016",10120,3.5,"Aetna Better Health of Texas","TX","HMO","Yes",2.5,3.5,2.5,"Medicaid","Aetna"
"1017",11113,3.5,"AMERIGROUP Texas, Inc.","TX","HMO","Yes",3,3.5,3,"Medicaid","Other"
"1018",12105,3.5,"Community First Health Plans, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: TX Medicaid","TX","HMO","Yes",3,3.5,2.5,"Medicaid","Other"
"1019",13103,3.5,"Molina Healthcare of Texas, Inc.","TX","HMO","Yes",3,3,2.5,"Medicaid","Molina"
"1020",1490,3,"Parkland Community Health Plan","TX","HMO","No",3.5,3.5,2.5,"Medicaid","Other"
"1021",1589,3,"Scott and White Health Plan
                                    
                                        
                                    

                                    
                                        Special Project / Area: TX Medicaid / Central, TX","TX","HMO","No",2.5,3.5,3,"Medicaid","Other"
"1022",1683,3,"Sendero Health Plans","TX","HMO","Yes",3,2.5,NA,"Medicaid","Other"
"1023",1777,2.5,"Texas Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","Yes",3,3.5,1.5,"Medicaid","Other"
"1024",1870,1.5,"Cook Children's Health Plan
                                    
                                        
                                    

                                    
                                        Special Project: STAR","TX","HMO","No",3.5,1.5,0.5,"Medicaid","Other"
"1025",9123,4,"SelectHealth Inc.","UT","HMO/POS","Yes",3,3.5,3.5,"Commercial","Other"
"1026",10121,3.5,"Aetna Health of Utah, Inc.","UT","HMO/POS","Yes",3.5,3,3.5,"Commercial","Aetna"
"1027",11114,3.5,"Regence BlueCross BlueShield of Utah","UT","PPO","Yes",3,2.5,3,"Commercial","Blue"
"1028",12106,3.5,"United Healthcare Services, Inc  (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial","United"
"1029",13104,3.5,"UnitedHealthcare Insurance Company (Utah)","UT","PPO","Yes",2.5,2.5,3,"Commercial","United"
"1030",1491,3,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.","UT","HMO/POS","Yes",2.5,2.5,2.5,"Commercial","Aetna"
"1031",1590,3,"Aetna Life Insurance Company (Utah)","UT","PPO/EPO","Yes",2,2,3,"Commercial","Aetna"
"1032",1684,2,"Cigna Health and Life Insurance Company - Utah","UT","PPO/EPO","No (In process)",1.5,2.5,2.5,"Commercial","Cigna"
"1033",9124,4.5,"Aetna Life Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","UT","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"1034",10122,4,"Regence BlueCross BlueShield of Utah
                                    
                                        
                                    

                                    
                                        CMS Contract: H4605","UT","PPO","Yes",4,4,3,"Medicare","Blue"
"1035",11115,4,"Sierra Health and Life Insurance Company, Inc. (CO,MT,ND,SD,UT,WY)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","UT","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1036",12107,3.5,"Aetna Health of Utah Inc. dba Altius Health Plans Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H8649","UT","HMO/POS","No",3.5,2.5,3.5,"Medicare","Aetna"
"1037",13105,3.5,"Humana Insurance Company (Utah)
                                    
                                        
                                    

                                    
                                        CMS Contract: H6609","UT","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"1038",1492,3.5,"SelectHealth Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1994","UT","POS","No",3.5,3.5,4,"Medicare","Other"
"1039",1591,3.5,"UnitedHealthcare of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H4604","UT","HMO","Yes",3,4.5,3,"Medicare","United"
"1040",1685,3,"Humana Medical Plan Of Utah, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2486","UT","HMO","No",3,3,3,"Medicare","Humana"
"1041",1779,3,"Molina Healthcare of Utah Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5628","UT","HMO","No",2,3,3,"Medicare","Molina"
"1042",9125,4,"SelectHealth Inc.","UT","HMO","Yes",3.5,3.5,3.5,"Medicaid","Other"
"1043",10123,3.5,"Molina Healthcare of Utah Inc.","UT","HMO","Yes",3.5,3,3.5,"Medicaid","Molina"
"1044",9126,4,"Blue Cross and Blue Shield of Vermont","VT","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Blue"
"1045",10124,4,"Blue Cross and Blue Shield of Vermont","VT","PPO","Yes",3.5,3.5,3.5,"Commercial","Blue"
"1046",11117,4,"Martin's Point US Family Health Plan (NH, NY, PA, VT)","VT","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"1047",12109,4,"The Vermont Health Plan","VT","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Other"
"1048",13106,3.5,"Cigna Health and Life Insurance Company - Vermont","VT","PPO","Yes",2.5,3.5,3,"Commercial","Cigna"
"1049",1493,3.5,"Connecticut General Life Insurance Company - Vermont","VT","PPO","Yes",2.5,3.5,3,"Commercial","Connecticut General"
"1050",1592,3,"Aetna Life Insurance Company (NH/VT)","VT","PPO/EPO","Yes",3,2,2.5,"Commercial","Aetna"
"1051",9127,4.5,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3305","VT","HMO/POS","Yes",4.5,4.5,3.5,"Medicare","Other"
"1052",10125,4,"MVP Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H9615","VT","PPO","No",4.5,4,4,"Medicare","Other"
"1053",11118,4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","VT","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1054",12110,3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","VT","PPO","Yes",2.5,3.5,3,"Medicare","United"
"1055",9128,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","VA","HMO","Yes",3.5,4.5,4.5,"Commercial","Kaiser"
"1056",10126,4,"Aetna Life Insurance Company (Virginia)","VA","PPO/EPO","Yes",3,3.5,3.5,"Commercial","Aetna"
"1057",11119,4,"CareFirst of Maryland, Inc.","VA","PPO/EPO","Yes",3.5,3.5,3,"Commercial","Other"
"1058",12111,4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","PPO/EPO","Yes",3.5,3.5,3,"Commercial","Other"
"1059",13107,4,"Innovation Health Insurance Company","VA","PPO","Yes",4,3.5,3.5,"Commercial","Other"
"1060",1494,4,"MD - Individual Practice Association, Inc.","VA","HMO/POS","Yes",3.5,3,3,"Commercial","Other"
"1061",1593,4,"Optima Health Plan","VA","HMO/POS","Yes",4,3.5,3,"Commercial","Other"
"1062",1687,3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","VA","HMO/POS","Yes",3.5,3,3,"Commercial","Aetna"
"1063",1780,3.5,"Anthem Health Plans of Virginia, Inc. dba Anthem Blue Cross Blue Shield of Virginia","VA","PPO","Yes",4,3,3,"Commercial","Anthem"
"1064",1873,3.5,"CareFirst BlueChoice","VA","HMO/POS","Yes",3,3.5,3,"Commercial","Blue"
"1065",1967,3.5,"Cigna Health and Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",3,3,2.5,"Commercial","Cigna"
"1066",2060,3.5,"Connecticut General Life Insurance Company - Virginia/District of Columbia","VA","HMO/POS/PPO","Yes",3,3,2.5,"Commercial","Connecticut General"
"1067",2151,3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","VA","HMO/POS","Yes",3,3.5,3,"Commercial","Other"
"1068",2244,3.5,"HealthKeepers, Inc.","VA","HMO/POS","Yes",2.5,3,3,"Commercial","Other"
"1069",2340,3.5,"Optimum Choice, Inc.","VA","HMO/POS","Yes",2,3,3,"Commercial","Other"
"1070",2436,3.5,"United Healthcare Services, Inc  (Virginia)","VA","PPO","Yes",2.5,3,3,"Commercial","United"
"1071",2532,3.5,"UnitedHealthcare Insurance Company (Virginia)","VA","PPO","Yes",2.5,3,3,"Commercial","United"
"1072",2627,3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","VA","HMO/POS","Yes",2.5,3.5,3,"Commercial","United"
"1073",9129,4.5,"Aetna Life Insurance Company (Virginia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","VA","PPO","Yes",3.5,4,4,"Medicare","Aetna"
"1074",10127,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2150","VA","HMO","Yes",3.5,5,4.5,"Medicare","Kaiser"
"1075",11120,4,"Aetna Health Inc. (Pennsylvania) - Maryland
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","VA","HMO","Yes",3,4,3.5,"Medicare","Aetna"
"1076",12112,4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","VA","PPO","Yes",3.5,4,3.5,"Medicare","Other"
"1077",1495,3.5,"Optima Health Plan
                                    
                                        
                                    

                                    
                                        CMS Contract: H2563","VA","HMO","No (Scheduled)",4,5,3,"Medicare","Other"
"1078",1594,3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","VA","HMO/POS","No",4,4.5,3.5,"Medicare","Other"
"1079",1688,3,"Care Improvement Plus South Central Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: H5322","VA","HMO/POS","No",2.5,3,3.5,"Medicare","Care Improvement"
"1080",1781,3,"Piedmont Community HealthCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1659","VA","PPO","Yes",3,2.5,3,"Medicare","Other"
"1081",1874,2.5,"Humana Health Plan, Inc. (Virginia)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3480","VA","HMO","No",2.5,2,2.5,"Medicare","Humana"
"1082",1968,2.5,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","VA","PPO","No",2.5,2.5,3,"Medicare","Humana"
"1083",2061,2,"Virginia Premier Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3067","VA","HMO","No",2,1.5,2,"Medicare","Other"
"1084",9130,4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc. (Virginia Medicaid)","VA","HMO","Yes",2.5,4,4.5,"Medicaid","Kaiser"
"1085",10128,4,"HealthKeepers, Inc. (Medicaid)","VA","HMO","Yes",3.5,3,3.5,"Medicaid","Other"
"1086",11121,3.5,"Aetna Better Health of Virginia","VA","HMO","Yes",3.5,2.5,3,"Medicaid","Aetna"
"1087",12113,3.5,"Optima Health Plan","VA","HMO","Yes",3.5,2.5,3,"Medicaid","Other"
"1088",13109,3.5,"Virginia Premier Health Plan, Inc.","VA","HMO","Yes",3.5,2.5,3,"Medicaid","Other"
"1089",1496,3,"INTotal Health, LLC","VA","HMO","Yes",2.5,2,2.5,"Medicaid","Other"
"1090",9131,4.5,"Kaiser Foundation Health Plan of the Northwest, Inc.","WA","HMO","Yes",2,4.5,4,"Commercial","Kaiser"
"1091",10129,4,"Kaiser Foundation Health Plan of Washington","WA","HMO","Yes",3,4,4,"Commercial","Kaiser"
"1092",11122,4,"Providence Health Plans - Oregon","WA","PPO","Yes",2.5,3,3.5,"Commercial","Other"
"1093",12114,3.5,"Aetna Life Insurance Company (Washington)","WA","PPO/EPO","Yes",2.5,2.5,3,"Commercial","Aetna"
"1094",13110,3.5,"Kaiser Foundation Health Plan of Washington Options, Inc.","WA","PPO","Yes",2,3,3.5,"Commercial","Kaiser"
"1095",1497,3.5,"Regence BlueShield (Washington)","WA","PPO","Yes",3,3,3,"Commercial","Blue"
"1096",1595,3.5,"United Healthcare Services, Inc  (Washington)","WA","PPO","Yes",2,3,3.5,"Commercial","United"
"1097",1689,3.5,"UnitedHealthcare Insurance Company (Washington)","WA","PPO","Yes",2,3,3.5,"Commercial","United"
"1098",1782,3,"Asuris Northwest Health","WA","PPO","Yes",2,2.5,2.5,"Commercial","Other"
