"","x","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype","plantype"
"744",1560,3.5,"Humana Health Plan - Kentucky","NE","HMO","Yes",3,3,3,"Medicare","Humana"
"745",1656,3.5,"Humana Insurance (Ohio)","NE","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"746",1753,3.5,"UnitedHealthcare Insurance","NE","PPO","Yes",3,3.5,3,"Medicare","United"
"747",1850,2,"Care Improvement Plus of Texas (H0084)","NE","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"748",1947,2,"Care Improvement Plus of Texas (R6801)","NE","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"749",977,4,"UnitedHealthcare Community Plan","NE","HMO","Yes",4,3,3.5,"Medicaid","United"
"750",1076,3.5,"Aetna Better Health of Nebraska","NE","HMO","Yes",3.5,2.5,NA,"Medicaid","Aetna"
"751",1172,2.5,"Arbor Health Plan","NE","HMO","Yes (Interim)",4,2,2,"Medicaid","Other"
"752",978,3.5,"Altius Health Plans","NV","HMO/POS","Yes",3,2.5,3,"Commercial","Other"
"753",1077,3.5,"HMO Colorado","NV","HMO/POS","Yes",2,3.5,3.5,"Commercial","Other"
"754",1173,3,"Aetna Health (Pennsylvania) - Arizona","NV","HMO/POS","Yes",3,2,2.5,"Commercial","Aetna"
"755",1267,3,"Cigna Health and Life Insurance","NV","PPO","Yes",2,2,2.5,"Commercial","Cigna"
"756",1365,3,"Connecticut General Life Insurance (Cigna)","NV","PPO","Yes",2,2,2.5,"Commercial","Connecticut General"
"757",1463,3,"Health Plan of Nevada","NV","HMO/POS","Yes",1.5,3,3,"Commercial","Other"
"758",1561,3,"Humana Health Plan","NV","HMO/POS","Yes",1.5,3,2.5,"Commercial","Humana"
"759",1657,3,"Prominence HealthFirst","NV","HMO/POS","Yes",2,3,3,"Commercial","Other"
"760",1754,2.5,"United HealthCare Services","NV","PPO","Yes",2,2,2,"Commercial","United"
"761",1851,2.5,"UnitedHealthcare Insurance","NV","PPO","Yes",2,2,2,"Commercial","United"
"762",1948,2,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",2,1.5,2,"Commercial","Aetna"
"763",2042,2,"Sierra Health & Life","NV","PPO","Yes",1.5,1.5,1.5,"Commercial","Other"
"764",979,4,"Aetna Life Insurance Company (Nevada)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"765",1078,4,"Aetna Life Insurance Company (Pennsylvania)","NV","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"766",1174,4,"Humana Health Plan","NV","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"767",1268,3.5,"CareMore HealthPlan (H0544)","NV","HMO","No",3.5,4,3,"Medicare","Other"
"768",1366,3.5,"Health Plan of Nevada","NV","HMO","Yes",1.5,3,4,"Medicare","Other"
"769",1464,3.5,"UnitedHealthcare Insurance","NV","PPO","Yes",3,3.5,3,"Medicare","United"
"770",1562,3,"Aetna Health (Pennsylvania) - Nevada","NV","HMO","Yes",1.5,2,3,"Medicare","Aetna"
"771",1658,3,"CareMore HealthPlan (H2593)","NV","HMO","No",2,3.5,3.5,"Medicare","Other"
"772",1755,3,"CareMore HealthPlan (H3447)","NV","HMO","No",2.5,3.5,3.5,"Medicare","Other"
"773",1852,3,"CareMore HealthPlan (H4346)","NV","HMO","No",2,3,3.5,"Medicare","Other"
"774",1949,3,"Humana Health Plan of Nevada","NV","HMO","No",2.5,3.5,3.5,"Medicare","Humana"
"775",2043,2.5,"PacifiCare of Nevada","NV","HMO","No",1.5,2.5,2.5,"Medicare","Other"
"776",980,3,"AMERIGROUP Nevada","NV","HMO","Yes",2,2,2.5,"Medicaid","Other"
"777",981,4.5,"Anthem Blue Cross and Blue Shield in New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial","Anthem"
"778",1080,4.5,"Anthem Health Plan of New Hampshire","NH","HMO/POS","Yes",4,4.5,3.5,"Commercial","Anthem"
"779",1175,4.5,"Cigna Health and Life Insurance","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Cigna"
"780",1269,4.5,"Connecticut General Life Insurance (Cigna)","NH","HMO/POS/PPO","Yes",4,4,3.5,"Commercial","Connecticut General"
"781",1367,4.5,"Harvard Pilgrim Health Care of New England","NH","HMO/POS","Yes",4,4.5,4.5,"Commercial","Other"
"782",1465,4.5,"Martin's Point US Family Health Plan","NH","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"783",1563,3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3.5,3,2.5,"Commercial","United"
"784",1659,3.5,"UnitedHealthCare Services","NH","PPO","Yes",3.5,3,2.5,"Commercial","United"
"785",1756,2.5,"Aetna Life Insurance Company (NH/VT)","NH","PPO","Yes",2.5,2.5,2,"Commercial","Aetna"
"786",982,4.5,"Martin's Point Generations","NH","HMO/POS","Yes",4.5,4,3.5,"Medicare","Other"
"787",1081,4.5,"Martin's Point Generations","NH","PPO","Yes",4.5,3.5,3.5,"Medicare","Other"
"788",1176,4,"Aetna Life Insurance Company (Pennsylvania)","NH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"789",1270,3.5,"Humana Insurance (Ohio)","NH","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"790",1368,3.5,"UnitedHealthcare Insurance","NH","PPO","Yes",3,3.5,3,"Medicare","United"
"791",1466,3,"Northeast Community Care","NH","HMO","No",3.5,3,3,"Medicare","Other"
"792",1564,3,"UnitedHealthcare Insurance of Massachusetts †","NH","HMO","No",2,3.5,3.5,"Medicare","United"
"793",983,4,"Well Sense Health Plan","NH","HMO","Yes",3,3,3.5,"Medicaid","Other"
"794",1082,3.5,"New Hampshire Healthy Families","NH","HMO","No (In process)",3.5,3,3,"Medicaid","Other"
"795",984,3.5,"Aetna Health (New Jersey)","NJ","HMO/POS","Yes",4,3,2.5,"Commercial","Aetna"
"796",1083,3.5,"AmeriHealth HMO - New Jersey","NJ","HMO/POS","Yes",3,3,3,"Commercial","Other"
"797",1177,3.5,"AmeriHealth Insurance Company of New Jersey","NJ","PPO","Yes (Interim)",4,3.5,3,"Commercial","Other"
"798",1271,3.5,"AmeriHealth Insurance Company of New Jersey (POS)","NJ","POS","Yes (Interim)",3,3,3,"Commercial","Other"
"799",1369,3.5,"Cigna Health and Life Insurance","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial","Cigna"
"800",1467,3.5,"Cigna HealthCare of New Jersey","NJ","HMO/POS","Yes",3,3.5,3.5,"Commercial","Cigna"
"801",1565,3.5,"Connecticut General Life Insurance (Cigna)","NJ","PPO","Yes",2.5,3.5,3.5,"Commercial","Connecticut General"
"802",1661,3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","POS","Yes",3,3,3.5,"Commercial","Blue"
"803",1757,3.5,"Horizon Blue Cross Blue Shield of New Jersey","NJ","PPO","Yes",2.5,2.5,3.5,"Commercial","Blue"
"804",1854,3.5,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",3,3,3.5,"Commercial","Other"
"805",1951,3,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",2.5,3,2.5,"Commercial","Aetna"
"806",2045,3,"United HealthCare Services","NJ","PPO","Yes",3,3,2,"Commercial","United"
"807",2143,3,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3,2,"Commercial","United"
"808",2235,2.5,"Oxford Health Insurance","NJ","PPO","Yes",2,2.5,2,"Commercial","Other"
"809",2333,2.5,"Oxford Health Plans of New Jersey","NJ","HMO/POS","Yes",1.5,2.5,2,"Commercial","Other"
"810",985,4.5,"Geisinger Health Plan","NJ","HMO","Yes",4,4,4,"Medicare","Other"
"811",1084,4,"Aetna Health (New Jersey)","NJ","HMO","Yes",3.5,3,3,"Medicare","Aetna"
"812",1178,4,"Aetna Life Insurance Company (New Jersey)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"813",1272,4,"Aetna Life Insurance Company (Pennsylvania)","NJ","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"814",1370,4,"AmeriHealth HMO - New Jersey","NJ","HMO","Yes",4,3,3,"Medicare","Other"
"815",1468,4,"UnitedHealthcare Insurance","NJ","HMO","No",4,5,4,"Medicare","United"
"816",1566,3.5,"UnitedHealthcare Insurance","NJ","PPO","Yes",3,3.5,3,"Medicare","United"
"817",1662,3,"Horizon Healthcare of New Jersey","NJ","HMO","Yes",2.5,2.5,2.5,"Medicare","Other"
"818",1758,3,"Oxford Health Plans","NJ","HMO/POS","Yes",1.5,2.5,2.5,"Medicare","Other"
"819",1855,2,"WellCare of New Jersey","NJ","HMO","No",1.5,2,2.5,"Medicare","WellCare"
"820",986,3.5,"AMERIGROUP New Jersey","NJ","HMO","Yes",3,3,3,"Medicaid","Other"
"821",1085,3.5,"Horizon NJ Health","NJ","HMO","Yes",3,3.5,3,"Medicaid","Other"
"822",1179,3,"UnitedHealthcare Community Plan (NJ)","NJ","HMO","Yes",2.5,3,2.5,"Medicaid","United"
"823",987,3,"Presbyterian Health Plan","NM","HMO/POS","Yes",2,3,3,"Commercial","Other"
"824",1086,2.5,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",2.5,1.5,1.5,"Commercial","Aetna"
"825",1180,2.5,"Blue Cross and Blue Shield of New Mexico","NM","HMO/PPO","Yes",2,2,2,"Commercial","Blue"
"826",1274,2.5,"Presbyterian Insurance","NM","PPO","Yes",1.5,2,2.5,"Commercial","Other"
"827",1371,2.5,"United HealthCare Services","NM","PPO","Yes",2,2,2,"Commercial","United"
"828",1469,2.5,"UnitedHealthcare Insurance","NM","PPO","Yes",2,2,2,"Commercial","United"
"829",1567,1.5,"Cigna Health and Life Insurance","NM","PPO","Yes",1.5,1,NA,"Commercial","Cigna"
"830",1663,1.5,"Connecticut General Life Insurance (Cigna)","NM","PPO","Yes",1.5,1,NA,"Commercial","Connecticut General"
"831",988,4,"Aetna Life Insurance Company (New Mexico)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"832",1087,4,"Aetna Life Insurance Company (Pennsylvania)","NM","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"833",1181,4,"Humana Health Plan - Kansas City","NM","HMO","Yes",3.5,3.5,3.5,"Medicare","Humana"
"834",1275,4,"Presbyterian Health Plan","NM","HMO","Yes",2.5,4,3.5,"Medicare","Other"
"835",1372,3.5,"Humana Insurance (Ohio)","NM","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"836",1470,3.5,"Presbyterian Insurance","NM","PPO","Yes",3,3.5,3,"Medicare","Other"
"837",1568,3.5,"UnitedHealthcare Insurance","NM","PPO","Yes",3,3.5,3,"Medicare","United"
"838",1664,3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","NM","HMO","No",3,3.5,2.5,"Medicare","Blue"
"839",1760,3,"UnitedHealthcare Insurance","NM","PPO","Yes",2.5,2.5,2.5,"Medicare","United"
"840",1857,2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","NM","HMO","No",3,3,2,"Medicare","Blue"
"841",1954,2.5,"Molina Healthcare of New Mexico †","NM","HMO","No",2.5,3,2.5,"Medicare","Molina"
"842",2048,2.5,"UnitedHealthcare Insurance (New Mexico) †","NM","PPO","No",2,3,2.5,"Medicare","United"
"843",2145,2,"Care Improvement Plus of Texas (H0084)","NM","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"844",2237,2,"Care Improvement Plus of Texas (R6801)","NM","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"845",989,3,"Blue Cross and Blue Shield of New Mexico","NM","HMO","Yes",3,2,2.5,"Medicaid","Blue"
"846",1088,3,"Molina Healthcare of New Mexico","NM","HMO","Yes",2.5,3,2.5,"Medicaid","Molina"
"847",1182,3,"Presbyterian Health Plan","NM","HMO","Yes",2.5,2.5,2.5,"Medicaid","Other"
"848",990,5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,4.5,4,"Commercial","Other"
"849",1089,5,"Capital District Physicians' Healthcare Network","NY","HMO/POS","Yes",4.5,4.5,4,"Commercial","Other"
"850",1183,4.5,"Capital District Physicians' Healthcare Network (Self-Funded)","NY","PPO","Yes",4,4.5,4,"Commercial","Other"
"851",1277,4.5,"CDPHP Universal Benefits","NY","PPO","Yes",4,4.5,4,"Commercial","Other"
"852",1373,4.5,"HealthNow New York","NY","HMO/POS/PPO","Yes",4.5,4,3.5,"Commercial","Other"
"853",1471,4.5,"Independent Health Association","NY","HMO/POS","Yes",4,4,3.5,"Commercial","Other"
"854",1569,4.5,"Martin's Point US Family Health Plan","NY","HMO","Yes",5,3.5,3.5,"Commercial","Other"
"855",1665,4,"Empire BlueCross BlueShield","NY","HMO/POS","Yes",3.5,3.5,3.5,"Commercial","Blue"
"856",1761,4,"Excellus BlueCross BlueShield","NY","HMO/POS/PPO","Yes",3,4,3.5,"Commercial","Blue"
"857",1858,4,"MVP Health Care","NY","HMO/POS","Yes",4,3.5,3.5,"Commercial","Other"
"858",1955,4,"Univera Healthcare","NY","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial","Other"
"859",2049,3.5,"Aetna Health (New York)","NY","HMO/POS","Yes",3.5,2.5,2.5,"Commercial","Aetna"
"860",2146,3.5,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",2.5,3,3.5,"Commercial","Aetna"
"861",2238,3.5,"Cigna Health and Life Insurance","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial","Cigna"
"862",2335,3.5,"Connecticut General Life Insurance (Cigna)","NY","HMO/POS/PPO","Yes",2.5,3.5,3,"Commercial","Connecticut General"
"863",2431,3.5,"HIP Health Plan of New York","NY","HMO/POS","Yes",2,3.5,3,"Commercial","Other"
"864",2527,3,"Empire BlueCross BlueShield","NY","PPO","No",2.5,3,3,"Commercial","Blue"
"865",2624,3,"Oxford Health Insurance","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","Other"
"866",2720,3,"United HealthCare Services","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"867",2816,3,"UnitedHealthcare Insurance of New York","NY","PPO","Yes",2.5,2.5,2.5,"Commercial","United"
"868",991,4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,3.5,4,"Medicare","Other"
"869",1090,4.5,"Excellus BlueCross BlueShield","NY","HMO","Yes",4,4,3.5,"Medicare","Blue"
"870",1184,4.5,"HealthNow New York","NY","HMO","Yes",4,4,4,"Medicare","Other"
"871",1278,4.5,"HealthNow New York","NY","PPO","Yes",4,4,4,"Medicare","Other"
"872",1374,4.5,"Independent Health Association","NY","HMO","Yes",4.5,3.5,3.5,"Medicare","Other"
"873",1472,4.5,"MVP Health Care (East/Central NY)","NY","HMO/POS","Yes",4,3.5,4,"Medicare","Other"
"874",1570,4.5,"MVP Health Care (Rochester/Buffalo)","NY","HMO/POS","Yes",4.5,4.5,4,"Medicare","Other"
"875",1666,4.5,"Univera Healthcare","NY","HMO","Yes",4,4,3.5,"Medicare","Other"
"876",1762,4,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"877",1859,4,"Aetna Life Insurance Company (Pennsylvania)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"878",1956,4,"CDPHP Universal Benefits","NY","PPO","No",4.5,4,4,"Medicare","Other"
"879",2050,4,"Excellus BlueCross BlueShield","NY","PPO","Yes",3.5,3.5,3.5,"Medicare","Blue"
"880",2147,4,"MVP Health Care","NY","PPO","No",4,4,4,"Medicare","Other"
"881",2239,3.5,"Aetna Health New York)","NY","HMO","Yes",3,3,3.5,"Medicare","Aetna"
"882",2336,3.5,"HIP Health Plan of New York (H3330)","NY","HMO","Yes",2,3.5,3.5,"Medicare","Other"
"883",2432,3.5,"Independent Health Association","NY","PPO","No",3.5,3,3.5,"Medicare","Other"
"884",2528,3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",3,3.5,3,"Medicare","United"
"885",2625,3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",2.5,2.5,3,"Medicare","United"
"886",2721,3,"Affinity Health Plan","NY","HMO","No",2.5,2.5,3,"Medicare","Other"
"887",2817,3,"American Progressive Life & Health Insurance of New York","NY","PPO","No",3.5,3,3,"Medicare","Other"
"888",992,4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4,4,4,"Medicaid","Other"
"889",1091,4,"AMERIGROUP New York","NY","HMO","Yes",2,4,4,"Medicaid","Other"
"890",1185,4,"Excellus BlueCross BlueShield","NY","HMO","Yes",3.5,4,3,"Medicaid","Blue"
"891",1279,4,"HealthNow New York","NY","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"892",1375,4,"Independent Health Association","NY","HMO","Yes",3,3.5,3.5,"Medicaid","Other"
"893",1473,3.5,"UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,4,"Medicaid","United"
"894",1571,3.5,"WellCare of New York","NY","HMO","Yes",1.5,3.5,3.5,"Medicaid","WellCare"
"895",1667,3,"Univera Community Health","NY","HMO","No",3,3.5,3,"Medicaid","Other"
"896",993,4,"Cigna Health and Life Insurance","NC","PPO","Yes",3.5,3.5,3,"Commercial","Cigna"
"897",1092,4,"Connecticut General Life Insurance (Cigna)","NC","PPO","Yes",3.5,3.5,3,"Commercial","Connecticut General"
"898",1186,3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",4,3.5,3,"Commercial","Blue"
"899",1280,3.5,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",1.5,3,3.5,"Commercial","Blue"
"900",1376,3,"Cigna HealthCare of North Carolina","NC","HMO/POS","Yes",4.5,2.5,NA,"Commercial","Cigna"
"901",1474,3,"Coventry Health Care of the Carolinas","NC","HMO/POS","Yes",3,3,2,"Commercial","Coventry"
"902",1572,3,"United HealthCare Services","NC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"903",1668,3,"UnitedHealthcare Insurance","NC","PPO","Yes",3,2.5,2.5,"Commercial","United"
"904",1764,2.5,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,2,2,"Commercial","Aetna"
"905",994,4,"Aetna Health (Pennsylvania)","NC","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"906",1093,4,"Aetna Health (Pennsylvania) - North Carolina","NC","HMO","Yes",3.5,4,3,"Medicare","Aetna"
"907",1187,4,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"908",1281,4,"Aetna Life Insurance Company (Pennsylvania)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"909",1377,4,"Humana Medical Plan - Florida","NC","HMO","Yes",3,4,3.5,"Medicare","Humana"
"910",1475,4,"UnitedHealthcare of North Carolina","NC","PPO","Yes",3.5,4,3,"Medicare","United"
"911",1573,3.5,"FirstCarolinaCare Insurance Company","NC","HMO","No",4,4,3,"Medicare","Other"
"912",1669,3.5,"Humana Insurance (Ohio)","NC","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"913",1765,3.5,"UnitedHealthcare Insurance","NC","PPO","Yes",3,3.5,3,"Medicare","United"
"914",1862,3.5,"UnitedHealthcare of North Carolina","NC","HMO/POS","Yes",3.5,3.5,3,"Medicare","United"
"915",1959,3,"Blue Cross Blue Shield of North Carolina","NC","HMO","No",4,3,2.5,"Medicare","Blue"
"916",2053,3,"Blue Cross Blue Shield of North Carolina","NC","PPO","No",4,3,3,"Medicare","Blue"
"917",2149,3,"Humana Insurance","NC","PPO","No",4,3,3,"Medicare","Humana"
"918",2241,2.5,"Coventry Health Care of the Carolinas","NC","PPO","No",3,2.5,2.5,"Medicare","Coventry"
"919",2337,2,"Care Improvement Plus of Texas (H0084)","NC","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"920",2433,2,"Care Improvement Plus of Texas (R6801)","NC","PPO","No",2.5,2,2,"Medicare","Care Improvement"
"921",995,4,"Medica","ND","HMO/POS","Yes",3,3.5,4,"Commercial","Other"
"922",1094,4,"Medica Insurance Company (MIC)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"923",1188,4,"Medica Self-Insured (MSI)","ND","PPO","Yes",3,3.5,4,"Commercial","Medica "
"924",1282,4,"Sanford Health Plan","ND","HMO","Yes",3,3,4,"Commercial","Other"
"925",996,4,"Aetna Life Insurance Company (Pennsylvania)","ND","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"926",1095,4,"Medica (Cost)","ND","HMO","No",4,3.5,4,"Medicare","Medica "
"927",1189,3.5,"Humana Insurance (Ohio)","ND","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"928",1283,3.5,"UnitedHealthcare Insurance","ND","PPO","Yes",3,3.5,3,"Medicare","United"
"929",998,4.5,"AultCare HMO","OH","HMO","Yes",4.5,3,4,"Commercial","Other"
"930",1096,4,"Health Plan of the Upper Ohio Valley","OH","HMO","Yes",4,3,3,"Commercial","Other"
"931",1190,4,"HealthSpan Integrated Care","OH","HMO","Yes",2.5,4,4,"Commercial","Other"
"932",1284,4,"Paramount Insurance Company","OH","HMO","Yes",3.5,3.5,3.5,"Commercial","Other"
"933",1380,3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO/POS","Yes",3,3,3,"Commercial","Aetna"
"934",1477,3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3,3,3,"Commercial","Aetna"
"935",1575,3.5,"AultCare","OH","PPO","Yes",3,2.5,3.5,"Commercial","Other"
"936",1671,3.5,"Cigna Health and Life Insurance","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial","Cigna"
"937",1766,3.5,"Connecticut General Life Insurance (Cigna)","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial","Connecticut General"
"938",1863,3.5,"Humana Health Plan of Ohio","OH","HMO/POS","Yes",2,3.5,3,"Commercial","Humana"
"939",1960,3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",4,3,2.5,"Commercial","Other"
"940",2054,3.5,"Summa Insurance","OH","PPO","Yes",3,3,3.5,"Commercial","Other"
"941",2150,3.5,"United Healthcare Insurance","OH","PPO","Yes",3,3,3,"Commercial","United"
"942",2242,3.5,"United HealthCare Services","OH","PPO","Yes",3,3,3,"Commercial","United"
"943",2338,3,"Anthem Blue Cross and Blue Shield in Ohio","OH","PPO","Yes",2,3,3,"Commercial","Anthem"
"944",999,4.5,"AultCare Health Insuring Corporation (AHIC)","OH","HMO/POS","Yes",4,4,4,"Medicare","Other"
"945",1097,4.5,"HealthSpan Integrated Care","OH","HMO","Yes",3.5,4.5,3.5,"Medicare","Other"
"946",1191,4.5,"Paramount Health Care","OH","HMO","Yes",4,4,4,"Medicare","Other"
"947",1285,4,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"948",1381,4,"Aetna Life Insurance Company (Pennsylvania)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"949",1478,4,"Health Plan of the Upper Ohio Valley (Hometown Region)","OH","HMO","Yes",4.5,3,3.5,"Medicare","Other"
"950",1576,4,"SummaCare","OH","HMO/POS","Yes",4,4,3.5,"Medicare","Other"
"951",1672,3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO","Yes",3,3,3,"Medicare","Aetna"
"952",1767,3.5,"Health Plan of the Upper Ohio Valley (SecureCare)","OH","HMO","Yes",3.5,3,3,"Medicare","Other"
"953",1864,3.5,"HealthAmerica Advantra (H5522)","OH","PPO","No",3.5,3,3.5,"Medicare","Other"
"954",1961,3.5,"Humana Healthplan of Ohio","OH","HMO","Yes",3.5,3,3.5,"Medicare","Humana"
"955",2055,3.5,"Humana Insurance (Ohio)","OH","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"956",2151,3.5,"UnitedHealthcare Insurance","OH","PPO","Yes",3,3.5,3,"Medicare","United"
"957",2243,3.5,"UnitedHealthcare of Ohio","OH","HMO/POS","Yes",3.5,3,3,"Medicare","United"
"958",2339,3,"Health Plan of the Upper Ohio Valley","OH","PPO","No",3.5,2.5,3,"Medicare","Other"
"959",2435,3,"HealthAmerica Advantra (H8980)","OH","PPO","No",3.5,2.5,3,"Medicare","Other"
"960",2531,3,"Humana Insurance","OH","PPO","No",4,3,3,"Medicare","Humana"
"961",2628,3,"Mt. Carmel Health Plan","OH","HMO","No",4,2.5,2.5,"Medicare","Other"
"962",2723,3,"Mt. Carmel Health Plan","OH","PPO","No",4,2.5,2.5,"Medicare","Other"
"963",9100,3.5,"CareSource","OH","HMO","Yes",4,2.5,2.5,"Medicaid","Other"
"964",1098,3.5,"Molina Healthcare of Ohio","OH","HMO","Yes",3.5,2.5,3.5,"Medicaid","Molina"
"965",1192,3.5,"Paramount Advantage","OH","HMO","Yes",3.5,2.5,3,"Medicaid","Other"
"966",1286,3,"Buckeye Community Health Plan","OH","HMO","Yes",4,2,2.5,"Medicaid","Other"
"967",1382,3,"UnitedHealthcare Community Plan","OH","HMO","Yes",4,2,2.5,"Medicaid","United"
"968",9101,3.5,"Coventry Health Care of Kansas","OK","HMO/POS","Yes",3.5,2.5,3,"Commercial","Coventry"
"969",1099,2.5,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3,2,2,"Commercial","Aetna"
"970",1193,2.5,"United HealthCare Services","OK","PPO","Yes",2.5,2,1.5,"Commercial","United"
"971",1287,2.5,"UnitedHealthcare Insurance","OK","PPO","Yes",2.5,2,1.5,"Commercial","United"
"972",1383,2.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,1.5,1.5,"Commercial","United"
"973",1479,2,"Coventry Health and Life Insurance Company (Kansas)","OK","PPO","Yes",2.5,1.5,1.5,"Commercial","Coventry"
"974",9102,4,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"975",10100,4,"Aetna Life Insurance Company (Pennsylvania)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare","Aetna"
"976",1194,3.5,"CommunityCare Managed Healthcare Plans of Oklahoma","OK","HMO","No",4,3.5,3,"Medicare","Other"
"977",1288,3.5,"Coventry Health Care of Kansas","OK","HMO","No",3,3.5,3.5,"Medicare","Coventry"
"978",1384,3.5,"Humana Insurance (Ohio)","OK","PPO","Yes",3.5,3.5,3,"Medicare","Humana"
"979",1480,3.5,"UnitedHealthcare Insurance","OK","PPO","Yes",3,3.5,3,"Medicare","United"
"980",1578,3.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,3,2.5,"Medicare","United"
"981",1674,3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","OK","HMO","No",3,3.5,2.5,"Medicare","Blue"
"982",1769,3,"Coventry Health and Life Insurance Company","OK","PPO","No",3.5,3,3,"Medicare","Coventry"
"983",1866,3,"Humana Insurance","OK","PPO","No",4,3,3,"Medicare","Humana"
"984",1963,2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","OK","HMO","No",3,3,2,"Medicare","Blue"
"985",2057,2.5,"Lovelace Medicare Plan","OK","HMO","No",2.5,2,2.5,"Medicare","Other"
"986",9103,4.5,"Kaiser Foundation Health Plan of the Northwest","OR","HMO","Yes",3,4.5,4.5,"Commercial","Kaiser"
"987",10101,3.5,"Cigna Health and Life Insurance","OR","PPO","Yes",2,3,3.5,"Commercial","Cigna"
"988",1195,3.5,"Connecticut General Life Insurance (Cigna)","OR","PPO","Yes",2,3,3.5,"Commercial","Connecticut General"
"989",1289,3,"Moda Health","OR","PPO","Yes",3,2.5,2.5,"Commercial","Other"
